Probe_Set_ID,Gene_Symbol
6764_g_at,STP22
6782_at,YCR087C-A
6789_at,CDC50
6796_at,YCR101C
6821_at,AHC2
6835_at,BUD23
6853_at,MAK31
6860_at,NPP1
6878_at,YCL001W-A
6892_at,CTO1
6899_at,MXR2
6910_at,NFS1
6917_at,MRC1
6924_at,PBN1
6946_at,YLL066W-B
6949_f_at,YCR108C
6950_at,snR56
6951_at,TLC1
6952_at,TLC1
6961_g_at,YCR041W
6995_at,YBL039W-B
7035_s_at,YBR126W-A
7038_s_at,DER1
7041_s_at,REI1
7057_at,YBR284W
7059_at,APE3
7066_at,VBA2
7072_s_at,MAL12 
7074_f_at,PAU12 
7091_at,UBX7
7094_at,PPS1
7104_at,ERT1
7146_at,ABD1
7148_at,RIM2
7160_at,KTR3
7166_at,ERV15
7171_at,SSE2
7187_at,PCH2
7190_i_at,RPS9B
7199_at,RIB7
7205_at,IFA38
7207_at,CSH1
7211_at,ARL1
7212_at,UBS1
7218_at,VMA2
7219_at,ATG14
7220_at,OPY1
7237_at,MRPS9
7244_at,AIM3
7251_at,LYS2
7253_g_at,TKL2
7262_at,MIS1
7265_at,RFC5
7283_at,ORC2
7288_at,ECM2
7301_at,ECM33
7304_at,SEC18
7315_at,FMP23
7316_s_at,RPS11A 
7333_at,GAL1
7344_i_at,RPL4A 
7345_s_at,RPL4A 
7347_at,EDS1
7365_at,RCR1
7369_s_at,HHT1 
7372_at,YBR013C
7385_at,PIM1
7397_at,YBL010C
7425_s_at,RPS8A 
7436_at,YEL1
7443_at,BRN1
7454_s_at,RPL23A 
7458_i_at,ALG3
7459_s_at,ALG3
7461_at,YBL081W
7473_at,snR59
7474_at,snR51
7475_at,snR70
7476_at,snR41
7481_at,PKC1
7524_at,snR70
7539_at,RPO26
7557_at,YPR010C-A
7589_at,YPR147C
7596_at,YPR153W
7603_at,KRE6
7614_at,ANT1
7619_s_at,RPS23A 
7621_at,TOM5
7628_at,TAZ1
7631_at,SNT309
7633_s_at,RPL11A 
7653_s_at,YPR078C
7656_s_at,TEF1 
7660_at,YPR084W
7667_at,NVJ2
7678_at,YMC1
7685_at,ROX1
7687_at,ISA2
7693_at,LTP1
7695_at,OPY2
7710_at,THP3
7719_at,NHP6A
7724_at,DSS4
7742_at,ARP7
7749_at,LSP1
7751_at,SNF8
7757_at,HAL1
7774_at,RMI1
7781_at,IRC15
7788_at,LGE1
7806_at,EGD1
7813_at,YPL077C
7820_at,BTS1
7844_at,GLR1
7852_at,SEN54
7859_at,MEI5
7874_at,SSE1
7877_at,FMP30
7891_at,ODC1
7902_at,MRX4
7914_at,PRM4
7923_at,PXA1
7934_at,CTI6
7937_at,CBC2
7941_at,NIP100
7955_at,TPK2
7962_s_at,RPL7A 
7966_at,DDC1
7967_at,RSA1
7973_at,FAS2
7984_s_at,RPL1A 
7987_at,BMS1
8005_at,YPL245W
8018_i_at,YOR389W 
8019_s_at,YOR389W 
8020_s_at,FDH1
8037_at,THI21
8053_at,snR58
8054_at,snR50
8057_i_at,snR62
8058_r_at,snR62
8061_at,snR17a
8113_at,RRT8
8115_f_at,YOR072W-B
8140_at,PHR1
8142_s_at,FDH1
8144_g_at,YOR389W 
8147_s_at,PAU19 
8190_at,REV1
8193_at,CIN1
8204_at,PDE2
8207_at,FAA1
8217_at,SNC2
8225_at,ALA1
8233_g_at,BUD7
8235_at,RAX1
8236_at,YOR302W
8244_i_at,NOP58
8246_s_at,NOP58
8248_at,DGK1
8257_at,PLP2
8261_at,RDL1
8264_at,MPD1
8275_at,SEC63
8278_at,CDC31
8280_at,RPT4
8282_at,RPN8
8307_at,MET7
8314_g_at,SRL1
8315_i_at,SRL1
8335_at,DSC3
8338_at,ISU2
8339_at,HER1
8346_at,SPR1
8348_i_at,THI72
8349_f_at,THI72
8358_at,MRM1
8364_at,RET1
8376_at,MED4
8377_at,ALE1
8384_f_at,RPS30A 
8401_at,SLP1
8403_at,NFI1
8406_at,SME1
8416_at,UBP2
8420_at,ADE2
8421_at,AFI1
8425_s_at,EFT1 
8428_at,IDH2
8442_g_at,PIN2 
8453_at,RPO31
8458_at,RTS2
8467_at,TCB1
8476_at,ARF3
8485_at,SGT1
8492_at,YNG1
8510_at,CYC2
8517_at,IRC23
8530_g_at,YOR012W
8536_at,ROD1
8556_at,TOP1
8581_at,MIM1
8595_at,GPM3
8604_at,RRT8
8613_at,RPP2A
8620_at,AVO1
8627_at,NBA1
8638_at,WSC3
8652_at,SPO21
8659_at,PHM7
8677_at,MDY2
8691_at,RIB4
8714_at,snR66
8716_s_at,AAD15 
8725_g_at,HPF1 
8729_at,snR40
8730_g_at,snR40
8780_at,YNR068C
8784_s_at,DSF1 
8787_at,HUB1
8790_s_at,YIP3
8810_at,POP2
8814_at,HOL1
8818_at,MNT4
8821_at,YNR062C
8824_at,YNR021W
8831_at,CPR8
8839_at,MRPS12
8840_at,RSM19
8850_at,ATO2
8851_at,RPC34
8869_at,SAM50
8883_at,SPO1
8894_at,ALG11
8905_at,NCE103
8907_s_at,YNL018C 
8908_s_at,YNL019C 
8911_s_at,HHF1 
8921_s_at,RPL9A 
8932_at,POR1
8936_at,RPS7B
8939_at,YPT53
8940_at,YNL092W
8957_at,IMP4
8964_at,DBP2
8974_at,MET4
8979_at,RAS2
8981_at,RPS7B
8982_i_at,THO2 
8983_s_at,THO2 
8984_at,SRV2
8985_at,NAM9
8990_at,KRE33
8992_at,CPT1
9004_at,DCP2
9006_s_at,RPL42A 
9011_at,IGO1
9017_at,RPC31
9023_at,MFA2
9029_at,MRPL19
9036_at,MRPL22
9054_g_at,SPS18
9068_at,DUG3
9075_at,JJJ1
9086_at,YNL217W
9090_at,RRG9
9093_at,MER1
9125_at,BSC4
9132_at,POL2
9139_at,GIS2
9150_at,PCL1
9157_at,POP3
9164_at,YNL320W
9171_at,EMW1
9181_at,YPT11
9182_s_at,RPS19A 
9183_s_at,RPL18A 
9186_at,snR54
9188_at,snR78
9189_at,snR77
9190_at,snR76
9191_at,snR75
9192_at,snR74
9193_at,snR73
9194_at,snR72
9196_s_at,DDI2 
9198_s_at,SNZ2 
9203_at,EGT2
9317_at,NIP1
9324_at,DIA1
9331_at,AEP2
9356_at,YMR262W
9363_at,TMA23
9374_at,RNA1
9388_at,GAD1
9390_at,HOR7
9395_at,CEF1
9413_f_at,RPS10B
9420_i_at,RPL36A
9421_s_at,RPL36A 
9427_at,ROT1
9438_at,DML1
9442_s_at,DDR48
9445_at,SIP18
9452_at,RGM1
9457_g_at,HSC82 
9459_at,MRPS17
9484_at,RRB1
9490_at,GAT2
9502_at,YMR147W
9509_at,FOL3
9516_at,ASI1
9517_g_at,ASI1
9523_at,EPO1
9534_at,AIP1
9541_at,YMR099C
9555_at,MOT3
9566_at,NAM7
9598_at,MAC1
9612_at,YMR034C
9619_at,ARA2
9621_at,YML002W
9630_at,PLB1
9640_at,YMR018W
9644_at,YML020W
9651_at,UBX2
9656_g_at,SPT5
9657_i_at,SPT5
9662_at,YAP1
9672_at,CGI121
9676_at,SRC1
9683_at,YOX1
9684_s_at,RPS18A 
9686_s_at,RPS17A 
9694_at,OGG1
9698_at,CMP2
9700_at,IMD4
9701_at,SPC2
9708_at,GSF2
9714_at,TUB1
9726_at,RPL6A
9733_at,SMA2
9740_at,CAC2
9747_at,VPS9
9758_at,RSC9
9765_at,NDI1
9769_g_at,NAB6
9772_at,VAN1
9795_at,snR61
9796_at,snR55
9797_i_at,snR57
9817_at,ETS2-1 
9853_at,FPR4
9855_at,LEU3
9877_at,SEN1
9910_at,YLR419W
9918_at,SMC6
9923_f_at,RPS29A
9931_at,VPS33
9932_at,AFG2
9933_at,SKI2
9934_at,BDF1
9950_at,SSQ1
9956_at,STP3
9957_at,PSY3
9963_at,NAM2
9964_at,RPP0
9968_s_at,RPL26A 
9982_at,RSC2
9996_at,TMA10
10013_at,YHC1
10020_at,STT4
10024_at,IMH1
10027_at,ATG39
10042_at,YLR283W
10045_at,CTS1
10049_at,GUF1
10052_at,SEC72
10056_at,NDL1
10059_at,YLR257W
10066_s_at,TMA7
10070_at,NEJ1
10077_at,YCS4
10081_at,TOP3
10088_at,VPS34
10095_at,IRC20
10098_at,SSP120
10102_at,CLB4
10113_at,RSA3
10120_at,ECM22
10123_at,BNA5
10127_at,HCR1
10134_at,PBA1
10141_at,MSS51
10145_at,HRD3
10152_at,DPH5
10159_at,YLR179C
10162_at,VTA1
10166_at,RPL37A
10173_at,DPH6
10180_at,STM1
10184_at,RNH203
10187_at,YLR162W
10191_at,SEC10
10205_at,ACE2
10209_at,SLX4
10219_at,ERG27
10223_at,LCL2
10226_at,REX3
10234_at,CFT2
10241_at,FMP25
10244_at,EMP46
10251_at,CSF1
10255_at,GEP5
10258_at,GIS3
10262_at,YLR053C
10269_at,FRS1
10276_at,PET309
10283_at,YLR031W
10294_at,YLR042C
10297_at,STU2
10298_at,YLR046C
10305_at,RLP24
10308_at,YLR012C
10312_at,PML1
10329_at,EMC6
10330_at,PUF3
10333_at,PSR1
10337_at,MMM1
10340_at,SFI1
10344_at,NOC3
10347_at,SSL1
10354_at,YLL032C
10362_at,SSA2
10369_at,KNS1
10390_at,SDH2
10418_at,YLL058W
10468_at,TGL4
10472_at,PTR2
10483_at,FLO10
10493_at,BET3
10497_at,SIS2
10500_at,YKR075C
10539_at,NTR2
10543_at,GCN3
10547_at,GMH1
10557_f_at,RPL14A
10564_at,VPS1
10568_at,YKR005C
10582_at,PAN3
10600_at,CAP1
10603_at,CSE4
10607_at,PRI2
10611_at,VPS24
10618_at,TUL1
10635_at,BLI1
10642_at,DEF1
10643_at,MDM35
10646_at,MBR1
10650_at,MIF2
10653_at,SRX1
10667_at,MUD2
10671_at,RAD27
10674_at,KTI12
10675_at,HAP4
10685_at,UTP11
10689_at,CWP1
10696_at,RMA1
10699_at,MYO3
10703_at,RRN3
10707_at,SRP21
10710_at,VPH2
10717_at,RPS27A
10721_at,GPM1
10731_at,MRP8
10735_at,MRPL31
10738_i_at,RPL17A
10739_f_at,RPL17A
10746_at,SNU114
10749_at,MRPL38
10753_at,TPK3
10756_at,PIR3
10760_at,ADD66
10767_at,MIA40
10770_at,ACP1
10771_at,DPH2
10774_at,HYM1
10781_at,FAS1
10799_at,DOA1
10802_at,UBA1
10842_at,YJR112W-A
10863_i_at,YJL136W-A
10866_at,TIM8
10877_at,EFM3
10881_at,XPT1
10888_at,HIR3
10895_at,HMS2
10898_at,ADO1
10906_at,RSM7
10909_at,TDA4
10913_at,YJR120W
10920_at,YJR079W
10923_at,YJR084W
10927_at,EMC2
10930_at,JSN1
10934_at,SFC1
10945_at,YJR061W
10948_at,CCT5
10980_at,OSM1
10984_at,HIT1
10987_at,APS2
10991_at,TMA22
10994_at,ESS1
11009_at,RAD26
11023_at,AVT1
11026_at,SAG1
11030_at,MHO1
11041_at,RNR2
11044_at,PET130
11051_at,YJL016W
11062_at,IRC8
11076_at,SNX4
11080_at,ICS3
11083_at,SMC3
11101_at,ZAP1
11105_at,PHS1
11112_at,DPB11
11115_at,TRL1
11119_at,TAX4
11126_at,MTC1
11140_at,YJL107C
11147_at,IDS2
11158_i_at,RPS21B
11169_at,NIT2
11176_at,JJJ2
11179_at,HSP150
11190_at,RPA34
11193_at,SWE1
11197_at,MNN11
11201_at,PFD1
11211_at,CPS1
11218_at,NUC1
11222_at,RCY1
11225_at,ECM25
11226_at,ACO2
11236_at,RPS22A
11254_at,YJL218W
11279_s_at,YAL063C-A
11297_at,YAT1
11311_at,MDM10
11314_at,ERP2
11322_at,TFC3
11325_at,ERP1
11329_at,BUD14
11339_at,FRT2
11343_at,LTE1
11346_at,CCR4
11347_at,ATS1
11350_at,PSK1
11354_at,DEP1
11361_at,SPC72
11368_at,CDC24
11371_at,CDC19
11382_at,YAL064W-B
11386_at,GDH3
11389_at,ECM1
11393_at,PEX22
11396_g_at,FLO5
11425_s_at,MET18
2102_s_at,ECM29
2105_s_at,ECM29
2109_g_at,MYO1
2113_s_at,MYO1
2212_at,NNF2
2241_s_at,FAB1
2244_s_at,FAB1
2251_at,ZRT1
2262_at,DSD1
2324_s_at,SWR1
2327_s_at,SWR1
2331_s_at,HKR1
2334_s_at,HKR1
2335_s_at,HKR1
2374_at,YDR089W
2388_s_at,NUM1
2391_s_at,NUM1
2420_s_at,UGA3
2462_g_at,UTP20
2466_s_at,UTP20
2502_s_at,YPR117W
2505_s_at,YPR117W
2512_s_at,MMS1
2519_at,YBL100W-C
2534_s_at,SEC16
2537_s_at,SEC16
2583_g_at,KRE5
2605_s_at,FAS2
2619_s_at,IRA2
2622_s_at,IRA2
2694_at,YOL164W-A
2697_g_at,BDS1
2701_g_at,IRA2
2704_s_at,FKS3
2708_s_at,FKS3
2722_g_at,POL2
2726_s_at,POL2
2740_s_at,RAD50
2749_s_at,FAR3
2756_at,ERG12
2763_s_at,ESC1
2788_at,FKS3
2791_s_at,FMP27
2792_s_at,FMP27
2795_s_at,FMP27
2806_s_at,CAC2
2834_at,SPO77
2837_s_at,FKS1
2841_s_at,FKS1
2844_at,VIP1
2848_s_at,VIP1
2851_s_at,DCK1
2852_s_at,DCK1
2855_s_at,DCK1
2873_at,FMP27
2919_s_at,FLO10
2955_at,SNF7
2965_g_at,FAS1
2969_s_at,FAS1
3001_at,FLO10
3054_at,SRS2
3058_s_at,SRS2
3090_s_at,FRT2
3131_g_at,MDV1
3185_s_at,YGL260W
3285_f_at,YBL100W-A 
3572_f_at,YOR192C-C
3618_f_at,YOR192C-C
3625_at,COS10
3686_f_at,YMR158C-A
3742_f_at,HAP1 
3785_f_at,HAP1 
3849_f_at,YDR034C-A
3942_at,HAC1
4023_s_at,YOL155W-A
4055_at,YIR021W-A
4066_at,DCG1
4073_at,HYR1
4116_at,EST3
4144_at,EMC5
4155_at,ARC15
4162_at,YIL055C
4176_at,ICE2
4183_at,CAB2
4191_at,SPO22
4198_at,SDP1
4201_at,HPM1
4205_at,SLM1
4208_at,YIL102C
4216_at,AXL2
4219_at,TMA108
4223_at,RPL16A
4226_at,ASG1
4230_at,STH1
4240_at,YIL161W
4244_at,COA1
4251_at,MCM10
4255_at,ATG32
4258_at,SSL2
4269_f_at,YAL063C-A
4287_s_at,CRG1
4315_at,PPX1
4354_at,MDM31
4358_at,SPO16
4365_at,PEX18
4368_at,SOL3
4372_at,THP2
4375_at,NMD3
4383_at,WSS1
4386_at,ARO9
4393_at,RPC10
4397_at,MRPL6
4400_at,PEX28
4404_at,UBA4
4407_at,BZZ1
4411_at,ORC6
4418_at,NDT80
4422_at,FUR1
4425_at,GAR1
4439_at,BIG1
4443_at,YPT35
4447_at,SSF1
4454_at,OSH3
4457_at,PTC7
4461_r_at,SAE3
4468_at,NAM8
4482_at,CIC1
4489_at,GIC1
4493_at,YHR020W
4503_at,YHI9
4518_at,QCR10
4528_i_at,RPL27A
4539_at,NPR3
4543_at,APM2
4546_at,DUR3
4550_at,YHL012W
4553_at,YAP3
4560_at,HSE1
4578_at,ECM29
4582_at,YHL026C
4617_at,YGL194C-A
4706_at,RNH70
4742_at,YGR266W
4749_at,YGR273C
4760_at,PFK1
4767_at,CPD1
4795_at,SMI1
4799_at,CRH1
4806_at,FYV8
4813_at,YCH1
4820_at,MRPS35
4834_at,OKP1
4838_at,QCR9
4841_at,TFG1
4845_at,ENP2
4887_at,VPS62
4891_at,PCP1
4898_at,CLB1
4902_at,SHY1
4909_f_at,RPS23A 
4912_at,MRPL25
4937_at,RSC1
4969_at,NQM1
4980_at,STF2
4994_at,YGR021W
5008_at,LEU1
5012_at,COG7
5016_at,ERG26
5019_at,SWC4
5023_at,PRP18
5026_at,YGL036W
5033_at,CGR1
5037_at,PGD1
5040_at,STT3
5044_at,JAC1
5047_at,YBP2
5051_at,SDS23
5058_at,TIF4632
5072_at,KXD1
5076_f_at,RPL7A
5087_at,ALG2
5090_at,PYC1
5094_at,RPL28
5097_at,SEH1
5101_at,TOS8
5108_at,MF(ALPHA)2
5112_at,LCL3
5119_at,RPS2
5126_at,CDC20
5136_at,MLC1
5143_at,RRT6
5144_at,TIP20
5151_at,YGL138C
5154_at,PCL10
5172_at,RAD54
5179_at,AMS1
5183_at,DSD1
5190_i_at,RPS26A
5197_at,MND1
5204_at,YGL176C
5218_at,SPT16
5232_at,MTO1
5236_n_at,TAN1
5239_at,YGL230C
5243_at,OST5
5247_at,COG1
5250_at,FRA2
5254_i_at,VEL1
5257_at,ADH4
5261_at,RTG2
5264_at,ZIP2
5268_at,GUS1
5271_at,YGL242C
5300_at,CNN1
5318_s_at,HAC1
5321_at,SAP155
5328_at,SMC2
5335_at,CDC26
5339_at,SAP155
5343_at,DUG1
5346_at,RPN11
5350_at,FAR7
5353_at,MIC19
5357_at,GSY1
5375_at,YFL012W
5378_at,WWM1
5389_at,OTU1
5392_at,ACT1
5396_at,RPL22B
5403_at,GYP8
5410_f_at,PAU5 
5421_i_at,YFL067W
5428_at,ZNF1
5431_at,SWP82
5435_at,SEC53
5520_at,BRR2
5524_at,ECM32
5552_at,YER158C
5566_at,NSA2
5570_at,COM2
5577_at,GDI1
5591_at,MAM1
5599_at,BOI2
5602_at,SHO1
5623_at,AIM11
5627_at,SHC1
5634_at,THO1
5648_at,PTP3
5652_at,YER079W
5663_at,JHD1
5666_at,GIP2
5673_at,PET117
5680_at,GCD11
5688_at,ZRG8
5691_at,ARB1
5702_at,PMI40
5716_at,BIM1
5719_at,ISC1
5727_at,EAF5
5748_at,GDA1
5780_at,POL5
5783_at,AFG1
5787_at,TCA17
5791_at,IES6
5812_at,RMD6
5815_at,YEL067C
5816_at,HPA3
5872_at,WIP1
5887_i_at,YDR524C-B
5919_at,IRC4
5922_s_at,VMA1
5926_g_at,YDR524C-B
5933_at,COX26
5954_at,APA2
5965_at,PUF6
5990_at,YDR476C
5993_at,PEX29
6007_at,ECM11
6018_at,PFA5
6022_at,MRPL28
6043_at,PPZ2
6047_at,DOT1
6054_at,DIT1
6061_at,STE14
6072_at,BCS1
6075_at,LSM6
6079_at,YRA1
6086_at,SAC7
6103_at,TFC6
6107_at,ESF1
6114_at,VPS74
6125_at,FCF1
6139_at,TRR1
6153_at,MRPL35
6157_at,YCG1
6171_at,SUR2
6175_at,CFT1
6196_at,PMP3
6210_at,MNN10
6217_at,BTT1
6221_at,CTA1
6242_at,COX20
6292_at,RVB1
6299_at,CBS2
6310_at,SEC1
6317_at,HSP42
6327_at,RGP1
6342_at,CTH1
6381_at,ARX1
6391_at,OCA6
6395_at,PAA1
6399_at,PPH3
6402_at,SHU2
6406_at,STN1
6409_at,AFR1
6413_at,HEM13
6427_at,TGL2
6431_at,LCB2
6438_at,SES1
6452_at,KRS1
6459_at,MCD1
6462_at,NTH1
6463_at,YRB1
6470_at,GAL3
6480_at,GCV1
6495_at,YDL012C
6505_at,NPC2
6523_at,ARP2
6541_at,YDL057W
6551_at,RAM1
6552_at,NUR1
6555_at,YDL086W
6559_f_at,RPS16A 
6562_at,THI3
6566_at,VAM6
6569_at,RPL31A
6573_at,ATG20
6576_at,TMA17
6580_at,PHO2
6583_at,QRI1
6584_at,POL3
6587_at,BUG1
6594_at,SRP14
6601_at,YDL129W
6605_at,HNT1
6608_at,SNA4
6616_at,IWR1
6619_at,CMR1
6640_at,PPH21
6644_at,YDL176W
6647_at,PAR32
6651_at,UGX2
6676_at,PPH22
6679_at,VMA1
6690_at,YDL218W
6697_at,YDL211C
6712_at,YDL241W
6719_at,GYP7
6726_at,GCS1
6729_at,HBT1
6733_at,YCR024C-B
6765_at,YCL048W-A
6783_at,ABP1
6790_at,OCA4
6797_at,YCR102C
6800_at,RDS1
6808_at,SED4
6815_at,SOL2
6818_at,PAT1
6822_at,TRX3
6832_at,PER1
6839_at,YCR051W
6840_at,RSC6
6850_at,SRD1
6854_at,HSP30
6857_at,SLM5
6864_at,RIM1
6868_at,SNT1
6871_at,ILV6
6875_at,PGS1
6882_at,YCP4
6886_at,RVS161
6893_at,GID7
6896_at,GFD2
6900_at,STE50
6903_at,BIK1
6904_at,RNQ1
6914_at,GBP2
6918_at,KRR1
6921_at,PEX34
6925_at,LRE1
6928_at,SPS22
6932_at,MGR1
6935_at,YCL042W
7060_at,YBR287W
7078_at,YBR085C-A
7081_at,TAE1
7085_at,TSC10
7088_at,BIT2
7092_at,CHK1
7103_at,YBR238C
7110_at,ISW1
7124_at,SDS24
7131_at,PDB1
7135_at,YBR225W
7152_at,PGI1
7159_at,LDH1
7177_at,SWD3
7181_at,FZO1
7209_at,YSY6
7216_at,PTC4
7238_at,EXO84
7241_at,VID24
7245_at,CMD1
7266_at,POL30
7273_at,PHO3
7295_at,HSP26
7298_at,PFF1
7302_at,ECM33
7305_at,SPT7
7309_at,FAT1
7312_at,TCM62
7327_at,AKL1
7334_at,FUR4
7337_at,SCO2
7351_at,SCO1
7355_at,LDB7
7362_at,RER2
7366_at,DSF2
7373_at,GRX7
7376_at,YBL029W
7387_at,RFT1
7390_at,PEP1
7391_at,FUS3
7394_at,FMT1
7398_at,TOD6
7401_at,PIN4
7405_at,EDE1
7408_at,YBL044W
7412_at,ERD2
7415_at,APL3
7419_at,RIB1
7422_at,SSA3
7423_at,AAR2
7430_at,SEF1
7437_at,YBL059W
7451_at,MRP21
7455_at,YBL086C
7462_at,PET112
7479_at,MIX23
7540_at,MLC2
7558_at,YPR108W-A
7561_at,TIF3
7565_at,MET16
7572_at,YPR174C
7579_at,SEC23
7583_at,ATG13
7586_at,RRP15
7597_at,PIN3
7607_at,THI22
7611_at,YLH47
7615_at,SCD6
7618_f_at,RPS23A 
7622_at,MSS18
7625_at,RRP9
7636_at,COG4
7640_at,YPR109W
7643_at,DBF20
7647_at,RGC1
7650_at,MRI1
7654_at,YPR078C
7657_at,GRS2
7661_at,ASA1
7664_at,SRP54
7671_at,SYT1
7672_at,YPR096C
7675_at,SEC8
7686_at,UBA3
7689_at,SPE3
7700_at,ERV2
7704_at,TIP41
7707_i_at,RPL43A 
7711_at,MCM16
7714_at,ATG11
7725_at,RLF2
7728_at,AGC1
7735_at,YOP1
7736_at,YOP1
7739_at,NTO1
7743_at,RET3
7746_at,TFC8
7750_at,ULA1
7753_at,CIT3
7760_at,HAA1
7767_at,PHO85
7768_at,TRM44
7771_at,SMA1
7778_at,ULP1
7789_at,LEE1
7792_at,ARL3
7796_at,SGF11
7800_at,NOP4
7810_at,SRL4
7817_at,UBP16
7821_at,YPL068C
7839_at,PNG1
7842_at,NOG1
7846_at,RLM1
7853_at,MOT1
7863_at,IDI1
7864_at,HOS3
7867_at,YPL113C
7871_at,YPL109C
7881_at,POC4
7888_at,GIP3
7895_at,SPO19
7896_at,TAF14
7899_at,NAN1
7903_at,REV3
7913_at,TGS1
7917_at,RAD53
7924_at,NAB3
7927_at,MF(ALPHA)1
7935_at,TCO89
7938_at,CUP9
7942_at,MRPL40
7945_at,DAP1
7952_at,PGC1
7956_at,AFT2
7959_at,YPL199C
7974_at,USV1
7981_at,GRE1
7991_at,LEA1
7995_at,HFI1
7999_at,ICY2
8002_at,GAL4
8006_at,HUT1
8009_at,CIN2
8013_at,SUI3
8023_at,PBI1
8027_at,PLC1
8031_at,YPL264C
8059_at,snR36
8080_at,YOL155W-A
8095_at,YOL013W-A
8102_at,YOL097W-A
8151_s_at,CDC21
8169_at,MRS6
8173_at,ALD4
8194_at,MNE1
8198_at,MSC6
8226_at,KRE5
8230_at,MUM3
8240_at,RRG7
8247_at,NOP58
8251_at,SFG1
8254_at,HEM4
8265_at,YOR289W
8269_f_at,RPS10A
8279_at,HNT3
8286_at,RBL2
8290_at,PAC1
8304_at,YOR238W
8319_at,TMA16
8326_at,AIM41
8336_at,RPB8
8343_at,TUF1
8347_at,ULS1
8368_i_at,RPS28A
8375_at,DCS2
8379_at,MPC54
8383_at,LAS17
8397_at,MRPL23
8415_at,LEO1
8447_at,TFC7
8457_at,SKI7
8461_at,DIA2
8464_at,WHI5
8468_at,YVC1
8472_at,PTC5
8482_at,VHS3
8486_at,ASE1
8489_at,CKA2
8493_at,CYT1
8496_at,VAM10
8500_at,SGO1
8507_at,AKR2
8511_at,HIR2
8518_at,TOM6
8521_at,RAT1
8525_at,YOR008C-A
8532_at,RTS1
8535_at,PET127
8539_at,SFM1
8543_at,HST3
8553_at,MDM12
8557_at,RPB11
8567_at,TSR3
8568_at,SGT2
8571_at,YOL036W
8575_at,OPI10
8578_at,YOL029C
8582_at,LAG2
8585_at,TSR4
8592_at,GPD2
8596_at,THI20
8599_at,DDR2
8600_at,SPE2
8603_at,GSH2
8607_at,PSK2
8610_at,NGL1
8617_at,IRA2
8621_at,BRX1
8624_at,DSC2
8628_at,NUF2
8632_at,INP54
8635_at,APM4
8639_at,NDJ1
8646_at,WRS1
8649_at,RFC4
8656_at,DUF1
8660_at,VPS68
8663_at,MDH2
8664_at,TRM13
8667_at,SMF1
8671_at,RRI2
8674_at,PTH4
8678_at,SHR5
8681_at,YOL107W
8688_at,PSF3
8695_at,CDC33
8696_at,RTC1
8703_at,YOL131W
8717_at,BDS1
8724_at,HPF1
8749_at,YNL277W-A
8759_at,YNL146C-A
8802_at,AGA1
8809_at,BRE5
8813_at,ESF2
8816_at,BIO4
8838_at,ARC35
8845_at,HRB1
8848_at,DOM34
8852_at,SWM2
8866_at,RCF2
8880_at,PBI2
8884_at,YNL011C
8891_at,COG5
8941_at,NST1
8948_at,END3
8955_at,APJ1
8959_at,MLS1
8969_at,YNL108C
8973_at,LEU4
8991_at,TOM22
9008_at,YGP1
9019_at,PGA2
9033_at,YNL181W
9037_at,TDA7
9040_at,MDG1
9044_at,PSD1
9047_at,BNI5
9051_at,RIO2
9055_at,SPS18
9058_at,PSY2
9062_at,WHI3
9065_at,YNL194C
9072_at,SWT21
9079_at,SQS1
9087_at,RAP1
9097_at,MRPL17
9101_at,RPA49
9104_at,CWC25
9108_at,ZWF1
9115_at,BNI4
9122_at,SEC2
9129_at,IST1
9133_at,ORC5
9136_at,DSL1
9140_at,TRF5
9147_at,PUS4
9158_at,HCH1
9161_at,CAF120
9168_at,PHA2
9172_at,RFA2
9175_at,STB1
9200_at,RPD3
9204_at,PFA3
9207_at,LEM3
9229_i_at,YMR230W-A
9232_at,YMR230W-A
9239_at,YMR105W-A
9282_at,YMR317W
9293_at,HUG1
9303_at,YMR247W-A
9304_at,LIP1
9318_at,YMR310C
9321_at,TGL3
9332_at,RIT1
9335_at,MRPL33
9343_at,HER2
9346_at,YMR295C
9353_at,TRM732
9357_at,SAP30
9360_at,RSN1
9364_at,RRN9
9371_at,FUS2
9375_at,TAF9
9389_at,GTO3
9396_at,SCJ1
9399_at,GUA1
9400_at,TRS130
9403_at,YMR221C
9407_at,MRPL44
9414_f_at,RPS10B
9417_at,GYL1
9431_at,INP1
9432_at,PFK2
9435_at,ERG12
9439_at,EAR1
9446_at,ECM5
9449_at,SPT21
9456_at,HSC82
9460_at,GCV2
9467_at,TPP1
9471_at,ATG16
9478_at,MME1
9485_at,JLP2
9488_at,GID8
9492_at,CIN4
9496_at,RPL13B
9499_at,YMR144W
9510_at,YMR114C
9513_at,ASC1
9520_at,RPL15B
9524_at,STO1
9528_at,POM152
9535_at,UTP15
9538_at,SNZ1
9542_at,MUB1
9549_at,SPG4
9556_at,TVP18
9559_at,YMR074C
9563_at,VPS20
9567_at,ISF1
9570_at,YMR084W
9574_at,YMR087W
9577_at,IOC4
9581_at,FAR3
9592_at,ARG7
9602_at,CSI1
9606_at,FAR8
9620_at,YML003W
9623_at,CDC5
9624_at,MIX17
9627_at,TAF4
9631_at,ADI1
9634_at,CLU1
9638_at,SOK2
9641_at,STB4
9645_at,OST6
9648_at,PPZ1
9655_at,SPT5
9663_at,GIS4
9666_at,PRP39
9673_at,AMD1
9680_at,RCF1
