Probe_Set_ID,Gene_Symbol
2643_s_at,PDR5
2644_s_at,PDR5
2658_at,YPK9
2659_g_at,YPK9
2687_g_at,PDR18
2688_s_at,PDR18
2689_s_at,PDR18
2690_s_at,PDR18
2691_s_at,PDR18
2778_g_at,GPI12
2779_s_at,GPI12
2782_at,HSH155
2783_g_at,HSH155
2785_s_at,HSH155
2786_s_at,HSH155
2832_s_at,MMS22
2884_g_at,KIN2
2885_s_at,KIN2
2886_s_at,KIN2
2887_s_at,KIN2
2914_at,MMS22
2916_s_at,MMS22
2944_g_at,SPA2
2945_s_at,SPA2
2946_s_at,SPA2
2948_s_at,SPA2
3003_s_at,TOR1
3032_at,DAL5
3033_s_at,DAL5
3038_at,COS9
3077_at,NUP85
3078_g_at,NUP85
3079_s_at,NUP85
3080_f_at,NUP85
3083_g_at,TOR1
3084_s_at,TOR1
3085_s_at,TOR1
3086_s_at,TOR1
3087_s_at,TOR1
3188_at,COS8
3190_f_at,COS8
3390_at,SCC2 
3453_at,YCR007C
3802_f_at,YGR109W-B
3936_at,SUC2
3937_g_at,SUC2
3939_at,UGA2
4013_i_at,COG3
4043_s_at,SUC2
4064_at,DAL4
4074_at,GTT1
4077_at,YIR042C
4086_at,IST3
4094_at,GAT4
4102_at,YKE4
4109_at,BAR1
4121_at,YIA6
4122_at,EPS1
4130_at,GVP36
4133_at,NOT3
4154_at,YRB2
4156_at,SNP1
4168_at,DFG10
4169_at,NEO1
4189_at,RPN2
4196_at,NUP159
4200_at,COX5B
4231_at,KGD1
4233_at,SIM1
4241_at,POT1
4245_at,UBP7
4248_at,RRD1
4285_at,YIL166C
4336_at,FMO1
4352_at,LNP1
4361_at,LIN1
4370_at,PRP8
4374_at,DBP8
4377_at,SPC97
4384_at,YCK1
4390_at,YHR140W
4398_at,IMP3
4415_at,CIA2
4430_at,HXT1
4436_at,TRA1
4440_at,KIC1
4450_at,RRP4
4475_at,INM1
4477_at,YHK8
4481_at,COX6
4490_at,RPP1
4498_at,MAS2
4500_at,VMA16
4501_at,RPN1
4507_at,YHR033W
4511_at,PUT2
4521_at,NEM1
4522_at,GPA1
4523_at,TIM10
4525_at,ERG11
4532_at,ARD1
4537_at,ARG4
4545_at,YHL017W
4547_at,RPS20
4552_at,ETP1
4554_at,YHL008C
4555_at,STE20
4558_at,MRP4
4562_at,ARN2
4564_at,YHL044W
4572_at,MUP3
4576_at,GUT1
4577_at,GOS1
4736_at,TNA1
4738_at,BUD32
4746_at,YTA7
4763_at,MPC3
4784_at,CRM1
4789_at,HSV2
4793_at,DIE2
4801_at,HIP1
4805_at,SKI6
4807_at,SNG1
4826_at,MSM1
4827_at,YIP1
4839_at,UBR1
4849_at,YGR149W
4858_at,CHO2
4859_at,MTR3
4864_at,GTR2
4866_at,MEP1
4878_at,PEX4
4880_at,PRE9
4884_i_at,TPO2
4893_at,NOP7
4894_at,SRB5
4910_at,NUP57
4921_i_at,RPL11A 
4927_at,PRP31
4930_at,VAS1
4931_at,RRP46
4946_at,VHT1
4955_at,SMD1
4962_at,CAX4
4964_at,ORM1
4982_at,NMA2
4993_at,VMA7
5009_at,PMA1
5020_at,CUL3
5024_at,OCH1
5049_at,RAD6
5053_at,ERV14
5059_at,RPT6
5063_at,RNA15
5067_at,HEM2
5074_at,HNM1
5082_at,RPB9
5088_at,MRH4
5091_at,DUO1
5092_at,ARC1
5103_at,PAN2
5105_at,NUP145
5110_at,MMS2
5115_at,SOH1
5117_at,MET13
5122_at,PRP43
5128_at,YGL114W
5147_at,GPI10
5148_at,HUL5
5152_at,SEC27
5153_at,MRM2
5163_at,NUP49
5166_at,SUA5
5181_at,LYS5
5188_at,COX13
5193_at,COX4
5209_at,KIP3
5213_at,VAM7
5215_at,YPT32
5222_at,KEX1
5245_at,VRG4
5252_at,YPS5
5256_at,MNT2
5299_at,YFR045W
5304_at,PRE4
5306_at,RPN12
5325_at,CDC14
5329_s_at,RPL2A 
5332_at,QCR6
5341_at,KEG1
5345_at,YPI1
5347_at,SAD1
5352_at,UBP6
5354_at,DCV1
5368_at,SMX2
5376_at,HXT10
5382_at,BLM10
5383_at,SEC4
5386_at,SPB4
5390_at,FET5
5393_at,YPT1
5397_at,YFL034W
5404_at,STE2
5407_at,BUD27
5409_at,GAT1
5425_at,AGP3
5506_s_at,UBC8
5528_at,DMC1
5532_at,FAU1
5538_at,TIM9
5551_at,COG3
5555_at,RAD4
5567_at,LCP5
5581_at,COX15
5584_at,UBP5
5585_at,FTR1
5590_at,NUP157
5608_at,YCK3
5611_at,GET2
5620_at,MET6
5622_at,TSC11
5629_at,UBP9
5632_at,AST2
5641_at,MOT2
5645_at,VTC1
5658_at,SAP1
5661_at,TPA1
5662_at,RSM18
5668_at,FCY2
5675_at,FCY21
5684_at,SMB1
5686_at,YPT31
5698_at,SAH1
5709_at,NTF2
5717_at,AFG3
5723_at,SRB4
5737_at,GCN4
5742_at,YEA4
5768_at,GEA2
5769_at,SIT1
5771_at,CAN1
5773_at,CIN8
5774_at,PRB1
5777_at,PCM1
5784_at,VMA8
5915_at,STL1
5940_at,EMI2
5942_at,EUG1
5943_at,FPR2
5947_at,SPS1
5953_at,QCR7
5961_at,IZH1
5966_at,ITR1
5967_at,SEC20
5971_at,SAM2
5972_at,LPP1
5974_at,PSP1
5975_at,GMC1
5982_at,TLG1
5997_at,KRE2
6005_at,YDR444W
6025_at,RMT2
6036_at,CYM1
6042_at,PPM1
6049_at,UTP5
6052_at,DIT2
6057_at,PDR15
6076_at,RGA2
6082_at,ATO3
6084_at,YDR387C
6089_at,SPT3
6092_at,SXM1
6098_at,CNL1
6104_at,ESC2
6113_at,CTS2
6118_at,IRC3
6138_at,YPQ2
6145_at,RAD34
6150_at,YFT2
6172_at,ATP5
6176_at,GPI11
6190_at,CCC2
6200_at,RRP45
6204_at,DPP1
6212_at,VHS1
6222_at,RKM4
6226_at,EXG2
6229_at,AKR1
6235_at,HTB1
6246_at,PRP42
6255_at,RKM2
6274_at,RAD9
6276_at,MFB1
6278_at,UBC1
6279_at,SDH4
6287_at,UPS3
6296_at,MSS116
6306_at,SSY1
6314_at,CDC37
6334_at,SAN1
6339_at,KGD2
6355_at,TRM1
6357_at,KIN1
6362_at,ARO1
6369_at,YDR090C
6377_at,MSH6
6412_at,SLU7
6416_at,HEM12
6420_at,DET1
6436_at,FAL1
6441_at,VPS54
6445_at,MIX14
6465_at,RAD57
6466_at,MAF1
6472_at,SNQ2
6482_at,RTK1
6494_at,SLX5
6500_at,RPT2
6509_at,PRP11
6516_at,PUS9
6521_at,DBP10
6534_at,UBC9
6537_f_at,RPS29B
6539_at,RAD59
6549_at,KNH1
6557_at,SUB2
6574_at,TRM3
6575_at,RRP42
6577_at,YDL109C
6582_at,QRI7
6588_at,SNU23
6591_at,PMT1
6593_at,PMT5
6596_at,CDC53
6598_at,STF1
6602_at,VCX1
6609_at,UBP1
6612_at,HEM25
6617_at,YDL114W
6626_at,ATG9
6628_at,RPN5
6630_at,COP1
6637_at,RGT2
6649_at,GLT1
6655_at,CDC36
6660_at,DHH1
6664_at,YDL199C
6669_at,SNF3
6684_at,INH1
6687_at,CDC13
6688_at,DTD1
6689_at,DTD1
6694_at,PRR2
6698_at,UGA4
6701_at,GLE1
6715_at,GUD1
6722_at,BRE4
6762_s_at,KCC4
6780_at,CSM1
6786_at,KIN82
6788_at,CDC39
6793_at,GIT1
6805_at,BUD31
6806_at,HCM1
6811_at,CPR4
6816_at,ERS1
6823_at,TUP1
6825_at,RRP43
6830_at,TAF2
6843_at,PWP2
6847_g_at,YCR061W
6856_at,YCR023C
6861_at,RHB1
6862_at,FEN2
6887_at,ADY2
6888_at,ADP1
6894_at,ATG22
6911_at,DCC1
6919_at,FYV5
6920_at,PRD1
6933_at,PDI1
6937_at,GLK1
7037_s_at,UGA2
7068_at,PCA1
7069_at,PHO89
7075_at,YBR219C
7100_at,MRPL27
7117_at,DUT1
7122_at,POP4
7129_at,YBR220C
7145_at,VHC1
7149_at,MED8
7155_at,KTR4
7163_at,FTH1
7188_at,GDT1
7191_f_at,RPS9B
7193_at,RTC2
7213_at,TYR1
7227_at,MEC1
7233_at,MAK5
7239_at,SIF2
7263_at,AAC3
7268_at,NHP6B
7272_at,TIM12
7278_at,VPS15
7285_at,YBR062C
7291_at,BAP2
7292_at,TAT1
7306_at,CHS2
7307_at,ATP3
7311_at,QDR3
7322_at,YRO2
7323_at,PRP6
7324_at,YBR056W
7328_at,MNN2
7336_at,CHS3
7341_at,YPK3
7348_at,HMT1
7352_at,ALK2
7359_at,HTB2
7364_at,GPI18
7367_at,FLR1
7381_at,LSM2
7382_at,RRN10
7388_at,APN2
7402_at,SEC17
7410_at,FUI1
7414_at,MRPL16
7417_at,POL12
7433_at,KIP1
7439_at,SHP1
7450_at,MAP2
7453_at,TEL1
7463_at,NUP170
7480_at,SRO77
7483_at,RTG3
7487_at,ATP1
7488_at,BNA4
7544_at,AQY1
7546_at,OPT2
7551_at,SGE1
7566_at,NUT2
7567_at,JIP5
7576_at,PRP4
7580_at,SMX3
7581_at,DPM1
7588_at,ASN1
7590_at,YPR147C
7591_at,YPR148C
7595_at,URN1
7599_i_at,TPO3
7604_at,GPH1
7608_at,AXL1
7610_at,CTR1
7634_at,PRE2
7658_at,DIB1
7670_at,RDS3
7676_at,TFB4
7682_at,FCY1
7691_at,YPR071W
7712_at,MSF1
7713_at,TAH18
7732_at,CCL1
7740_at,SRO7
7741_at,HTS1
7747_at,NCR1
7754_at,PDH1
7755_at,YPR003C
7758_at,ICL2
7772_at,SKS1
7775_at,MET12
7777_at,ECM23
7779_at,VTC3
7782_at,SWI1
7785_at,MRPS16
7790_at,KTR6
7797_at,ELC1
7798_at,VPS16
7807_at,PMA2
7815_at,YTA6
7825_at,CWC27
7832_at,SUR1
7848_at,YDC1
7849_at,ELP3
7855_f_at,RPS9A
7857_at,RNY1
7858_at,TFB2
7860_at,VPS30
7861_at,DBP1
7873_at,YPL107W
7876_at,MSD1
7885_at,MKK2
7890_at,ISU1
7892_at,RDS2
7906_at,MLH3
7910_at,CDC60
7915_at,KIP2
7918_at,RRD2
7919_at,PRP46
7921_at,ATG5
7925_at,GUP2
7943_at,COX10
7944_at,OYE3
7949_at,IPL1
7950_at,RKM1
7954_at,HRR25
7970_at,VMA11
7976_at,CET1
7977_at,ALG5
7983_at,FLC1
7988_at,YPL216W
8007_at,SRP68
8021_at,SAM3
8022_at,SAM4
8033_at,FUM1
8038_at,YPL257W
8180_at,FRE3
8183_at,UBC11
8192_at,PUT4
8202_at,HAP5
8206_at,COT1
8218_at,PDR10
8222_at,VMA4
8224_at,MRS2
8228_at,YOR338W
8229_at,TIM18
8237_at,CPA1
8241_at,MCH5
8242_at,SLY41
8243_at,SNU66
8259_at,YOR283W
8267_at,YPK9
8268_at,YOR292C
8274_at,NAT5
8283_at,GPN2
8288_at,HRK1
8291_at,VPH1
8294_at,TPO4
8297_at,MKK1
8299_at,KIN4
8317_at,CLP1
8340_at,MCP1
8351_at,TOA1
8361_at,DED1
8389_at,LSC1
8390_at,THI80
8400_at,PDR5
8404_at,PUP1
8411_at,GET4
8422_at,ORT1
8436_at,KTR1
8437_at,CRC1
8440_at,OST2
8443_at,VAM3
8454_at,RPT5
8475_at,YOR093C
8479_at,RPS7A
8484_at,NOB1
8487_at,LPL1
8495_at,ALG8
8498_at,NRT1
8509_at,PEP12
8519_at,DBP5
8550_at,HTZ1
8552_at,RCL1
8558_at,SIN3
8564_at,YSP3
8566_at,DNL4
8587_at,TAT2
8589_at,TLG2
8593_at,ARG1
8605_at,LDS2
8614_at,PRE6
8622_at,MDM20
8630_at,RTG1
8633_at,MET22
8634_at,CRT10
8640_at,ITR2
8642_at,IZH4
8655_at,MPD2
8675_at,SKM1
8685_at,DCP1
8692_at,RRP40
8693_at,PPM2
8694_at,ARG8
8697_at,BSC6
8699_at,MED7
8701_at,HRT1
8726_at,ZPS1
8728_at,FRE7
8736_at,YSF3
8777_at,YNR065C
8779_at,DSE4
8782_at,PDR18
8811_at,NOG2
8815_at,BIO5
8817_at,BIO3
8820_at,YNR061C
8834_at,SSK2
8841_at,DBP6
8842_at,ZRG17
8855_at,ATG3
8856_at,LRO1
8859_at,PRP2
8860_at,URK1
8863_at,SMM1
8870_at,SSN8
8872_at,FAP1
8873_at,RCM1
8901_at,YNL040W
8912_at,KTR5
8917_at,TOM7
8922_at,SUN4
8923_at,AQR1
8934_at,MSG5
8935_at,COX5A
8937_at,YNL095C
8946_at,SNN1
8951_at,SWS2
8961_at,YNL115C
8965_at,DBP2
8996_at,SPC98
9005_at,RIA1
9021_at,LSM7
9026_at,MEP2
9027_at,AAH1
9028_at,UBP10
9031_at,NPR1
9052_at,RTT106
9059_at,YNL200C
9070_at,SRP1
9073_at,ELA1
9074_at,URE2
9080_at,ATG4
9082_at,POP1
9083_at,ADE12
9102_at,YNL247W
9109_at,NAR1
9126_at,LYP1
9131_at,YIF1
9141_at,CLA4
9151_at,CAF40
9153_at,CUS2
9159_at,ERG24
9163_at,VNX1
9166_at,HXT14
9179_at,BXI1
9180_at,YPT11
9208_at,KRE1
9316_at,PSE1
9319_at,GLC8
9322_at,PRE5
9323_at,YMR315W
9327_at,PRM15
9330_at,GPI12
9333_at,YKU70
9336_at,DSS1
9337_at,HSH155
9339_at,HAS1
9344_at,JNM1
9348_at,PRC1
9350_at,COX7
9365_at,URA10
9366_at,SCS7
9368_at,RCE1
9373_at,RNH1
9378_at,RNT1
9379_at,CUS1
9405_at,UBP8
9409_at,YMR226C
9410_at,TAF7
9415_at,PEP5
9423_at,YMR196W
9428_at,RAD14
9450_at,CTL1
9458_at,YMR187C
9479_at,MLH1
9481_at,ALD3
9483_at,ALD2
9505_at,IMP1
9515_at,SHH3
9530_at,VBA1
9531_at,YTA12
9537_at,SNO1
9547_at,PGM2
9554_at,NAT4
9560_at,RCO1
9578_at,NUP116
9595_at,KAR5
9599_at,UBC7
9601_at,MRPL3
9613_at,IMP2
9622_at,YPT7
9633_at,HXT2
9639_at,SPO20
9646_at,YML018C
9649_at,TAF11
9677_at,RAD52
9690_at,TEM1
9691_i_at,RPS1B
9695_at,NTE1
9705_at,GAL80
9721_at,CPR3
9725_at,FPR3
9730_at,POB3
9738_at,MDM1
9739_at,NUP188
9742_at,CUE4
9746_at,TAF13
9748_at,YML096W
9753_at,PRE8
9764_at,GTR1
9773_at,TAF8
9850_at,YLR446W
9851_at,VMA6
9863_at,GAB1
9876_at,CRN1
9883_at,ECM30
9885_at,CAR2
9886_at,LSM3
9889_i_at,RPS1A
9899_at,BLS1
9908_at,VPS36
9922_at,REH1
9924_at,STE23
9936_at,DUS3
9940_at,DUS4
9941_at,STE11
9983_at,ADE13
9987_at,EST2
9997_at,NMA1
10016_at,HRI1
10023_at,CDA2
10038_i_at,YLR281C
10039_s_at,YLR281C
10047_f_at,RPS30A 
10048_at,MEC3
10055_at,MCP2
10062_at,LCB5
10075_at,DCS1
10080_at,EST1
10087_at,LIP2
10092_at,MAP1
10094_at,ERF2
10105_at,CRR1
10119_at,ADY4
10126_at,PEX13
10138_g_at,COQ9
10144_at,ENT2
10158_at,TFS1
10171_at,RRN5
10176_at,SPE4
10183_at,ACS2
10202_at,DCN1
10208_at,PDC5
10211_at,RKM5
10214_at,RRN5
10233_at,AVL9
10254_at,XDJ1
10279_at,XYL2
10286_at,SMF3
10311_at,BRE2
10318_at,SDO1
10326_g_at,RPL15A 
10336_at,LMO1
10343_at,YLR001C
10350_at,PAM18
10361_f_at,PAU17
10368_s_at,KNS1
10382_at,YBT1
10385_i_at,RPL8A 
10386_s_at,RPL8A 
10393_at,ENT4
10407_at,snR64
10408_at,snR38
10409_at,snR69
10439_at,YKL068W-A
10464_at,MRPL20
10473_i_at,RPL40A 
10474_s_at,RPL40A 
10478_at,PCK1
10495_at,YKR070W
10510_at,KAE1
10523_at,YKR051W
10528_at,TRM2
10534_at,HEL1
10535_at,YKR018C
10540_at,YKR023W
10553_at,CAF4
10556_i_at,RPL14A 
10558_s_at,RPL14A 
10560_at,AUR1
10573_at,TOF2
10574_at,YKR011C
10579_at,TFA1
10585_at,CDC16
10587_at,SPT23
10591_at,ATP7
10592_at,PUT3
10606_at,DCW1
10620_at,IXR1
10624_at,STB6
10631_at,YET1
10638_at,TOA2
10649_at,CUE2
10656_at,RRP14
10663_at,YKL077W
10665_g_at,YKL075C
10670_at,APN1
10676_at,SLD2
10681_at,APE1
10688_at,CWP2
10702_at,YPK1
10705_g_at,SSH4
10713_at,PRR1
10714_at,RCN1
10734_at,CTK1
10752_at,MRP49
10759_at,ELF1
10772_at,CNB1
10773_at,CNB1
10785_at,snR60
10787_at,snR3
10789_f_at,PAU16
10798_at,YRA2
10854_at,DAL5
10861_s_at,SOR1 
10879_at,MNS1
10890_at,YJR142W
10893_s_at,RPS4A 
10896_at,BAT2
10912_at,JHD2
10914_at,ATP2
10917_at,YJR124C
10919_at,VPS70
10924_at,YJR085C
10937_at,YJR098C
10939_at,AIM25
10943_at,PTK2
10944_at,CBF1
10951_at,YAE1
10958_at,MOG1
10959_at,HOC1
10965_at,HUL4
10976_at,ANB1
10983_at,KCH1
10992_at,YJR015W
10998_at,REC107
10999_at,REC107
11008_at,PET191
11031_s_at,TDH2 
11047_at,BBC1
11054_at,CCT3
11057_at,YJL055W
11065_at,UBX6
11066_at,RTT101
11079_at,PRY3
11086_at,ARG2
11087_at,YJL070C
11104_at,SAP185
11111_at,GWT1
11122_at,SCP160
11136_at,CCT7
11139_at,PRM10
11143_at,PAM16
11152_g_at,YAK1
11159_s_at,RPS21A 
11168_at,SPT10
11175_at,YJL163C
11182_at,SSY5
11188_at,DAS1
11200_at,ATP12
11204_s_at,RPL17A 
11207_at,SWI3
11221_at,NCE101
11232_at,CDC6
11261_at,YHR214C-E
11262_s_at,PHO11 
11264_f_at,IMD2
11296_s_at,MST27 
11304_at,YHR212W-A
11305_s_at,YHR213W
11306_at,YAR064W
11307_s_at,YAR066W 
11308_s_at,YAR068W
11309_at,YHR214C-D
11310_at,SWC3
11328_at,SEN34
11335_at,GIP4
11342_at,MAK16
11360_at,GEM1
11367_at,ERV46
11374_at,FUN12
11392_at,GPB2
11398_s_at,FLO1 
11399_s_at,FLO5 
11424_g_at,MET18
2101_s_at,ECM29
2112_s_at,MYO1
2161_at,YHB1
2162_g_at,YHB1
2163_s_at,YHB1
2172_at,YOR1
2174_s_at,YOR1
2175_s_at,YOR1
2177_s_at,YOR1
2179_at,ECM29
2206_g_at,GSC2
2207_s_at,GSC2
2209_s_at,GSC2
2210_s_at,GSC2
2211_s_at,GSC2
2240_at,FAB1
2247_at,ADH4
2266_s_at,TOM1
2267_s_at,TOM1
2306_at,YDR034C-A
2317_at,YDR034C-A
2323_g_at,SWR1
2330_g_at,HKR1
2344_g_at,TOM1
2346_s_at,TOM1
2347_s_at,TOM1
2350_s_at,TOM1
2351_s_at,TOM1
2394_s_at,NUM1
2419_g_at,UGA3
2437_s_at,LEU2
2458_g_at,FUS3
2469_s_at,UTP20
2470_at,MEC1
2471_g_at,MEC1
2472_s_at,MEC1
2474_s_at,MEC1
2475_s_at,MEC1
2500_at,RRG8 
2501_g_at,YPR117W
2508_s_at,YPR117W
2515_s_at,MMS1
2533_s_at,SEC16
2572_s_at,CHL1
2586_s_at,KRE5
2594_at,FDH1
2604_s_at,FAS2
2618_s_at,IRA2
2637_g_at,RPT5
2638_s_at,RPT5
2641_g_at,PDR5
2642_s_at,PDR5
2645_s_at,PDR5
2700_at,IRA2
2707_s_at,FKS3
2725_s_at,POL2
2732_at,FOL1
2733_g_at,FOL1
2739_g_at,RAD50
2748_at,FAR3
2766_s_at,ESC1
2805_g_at,CAC2
2812_at,PRP39
2840_s_at,FKS1
2847_s_at,VIP1
2865_g_at,SEN1
2866_s_at,SEN1
2867_s_at,SEN1
2868_s_at,SEN1
2869_s_at,SEN1
2870_s_at,SEN1
2871_s_at,SEN1
2904_s_at,REX3
2911_s_at,RCK2
2968_s_at,FAS1
3018_s_at,YMR1
3025_s_at,YJR141W
3057_s_at,SRS2
3089_g_at,FRT2
3098_at,YAL063C-A
3130_at,MDV1
3169_f_at,YIL060W
3199_f_at,YBL100W-A 
3299_f_at,YGL260W
3310_s_at,YDR034C-A
3335_at,YOR192C-C
3359_f_at,YIL060W
3360_at,YOR192C-C
3365_f_at,YBL100W-A 
3448_s_at,PPT1
3471_f_at,COS5 
3493_f_at,HAP1
3503_f_at,YBL100W-B 
3628_f_at,COS10
3647_f_at,YNR077C
3724_f_at,YBL100W-A 
3806_s_at,ETS1-1 
3808_s_at,ITS1-1 
3809_s_at,ITS2-1 
3851_s_at,COS5 
3852_f_at,COS5 
3938_at,AST1
3949_i_at,YIP3
3974_at,COB
3975_at,COB
3976_at,OLI1
3993_at,OLI1
4003_s_at,AI5_ALPHA 
4005_at,COX1
4007_at,COX1
4008_at,COX1
4031_at,snR68
4033_f_at,COS7
4044_s_at,MOB1
4056_at,ICR1 
4057_at,MRS1
4067_at,DAL7
4071_at,YIR035C
4075_at,YPS6
4076_f_at,PAU15
4083_at,MPH1
4108_at,SNL1
4111_at,MNT3
4120_at,NAS2
4124_at,SYG1
4134_at,PRM2
4140_at,ULP2
4164_at,GPP1
4165_i_at,RPL34A 
4170_at,BMT5
4171_at,PRK1
4172_at,LYS12
4181_at,KTR7
4186_at,THS1
4190_at,SER33
4194_at,PRM5
4204_at,PFK26
4215_g_at,AXL2
4227_at,TAO3
4229_at,RRT14
4232_at,AYR1
4237_at,YIL165C
4238_at,NIT1
4252_at,MLP2
4253_i_at,RPL40A 
4279_at,snR71
4286_s_at,NMD2
4293_at,IGO2
4307_f_at,YHL048C-A
4314_at,RPN10
4318_at,SCH9
4335_at,CTR2
4350_at,ERG9
4353_at,EGD2
4357_at,SPO12
4364_at,TDA11
4371_at,CDC23
4382_at,NSG1
4396_at,CRP1
4399_at,SKG6
4414_at,LSM12
4421_at,YHR127W
4435_at,SFB3
4453_at,ERG7
4460_i_at,SAE3
4467_at,IPI1
4472_s_at,DOG1 
4478_at,FSH1
4483_s_at,CUP1-1 
4484_s_at,RSC30 
4492_at,SSZ1
4499_at,THR1
4510_at,BRL1
4514_at,VMA10
4515_i_at,RPL14A 
4524_at,STP2
4542_at,OPI1
4549_at,OTU2
4556_at,SHU1
4561_s_at,snR7-L 
4574_at,SBP1
4575_i_at,RPL8A 
4581_at,RIM101
4595_at,YGR240C-A
4603_at,snR39
4604_i_at,snR39B
4605_s_at,snR39B
4607_at,snR48
4686_s_at,snR7-L 
4698_at,snR39B
4707_at,CAB4
4708_at,CWC22
4709_at,SCW4
4710_at,PXR1
4711_at,YOR1
4716_at,BIO2
4717_at,IMA1
4719_at,MAL11
4721_at,YBR298C-A
4725_f_at,CDA2
4730_s_at,ENO1 
4734_at,RAD2
4740_at,MES1
4754_at,YHB1
4755_at,MIC26
4766_at,BRF1
4780_at,RPS0A
4787_at,TOS2
4790_at,AZR1
4804_at,XKS1
4811_at,YGR201C
4812_at,PCT1
4815_at,TDA10
4824_at,PUS6
4830_at,ERG1
4833_at,PBP1
4844_at,THI4
4852_s_at,RSR1
4876_at,FHN1
4882_g_at,LSB1
4888_at,ESP1
4900_at,CLD1
4901_at,YGR111W
4903_at,DAM1
4914_at,PAC10
4915_at,YGR079W
4933_at,ASK10
4956_at,MSP1
4959_at,GSC2
4975_at,SCM4
4979_at,ECT1
4981_at,SEC9
4984_at,NMA2
4990_at,YGR017W
4992_at,UGA1
5000_i_at,RPS25A
5001_f_at,RPS25A
5004_at,PDR1
5029_at,HOP2
5030_at,AGA2
5052_at,OLE1
5068_at,YGL039W
5073_at,DBP3
5075_i_at,RPL7A
5081_at,AFT1
5086_at,SGF73
5098_at,LSG1
5100_at,SRM1
5107_at,LIF1
5109_at,snR10
5116_at,SCS3
5120_at,NAB2
5132_at,CUE3
5139_at,INO80
5157_at,SNT2
5171_at,YRB30
5186_at,RME2 
5191_f_at,RPS26A
5203_at,MPT5
5214_at,NCS6
5228_at,MDS3
5235_at,SEC15
5246_at,SDT1
5255_s_at,VEL1 
5267_at,RAI1
5301_at,BNA6
5310_at,IRC7
5317_s_at,LAM5
5324_at,ECO1
5327_at,MET10
5331_at,RPL29
5349_at,YFH7
5356_at,CMK1
5366_s_at,LSB3
5367_at,LPD1
5372_at,HSP12
5388_at,LOC1
5395_at,RPO41
5406_at,EPL1
5412_at,snR53
5413_at,RPR1
5417_at,snR4
5418_at,snR52
5423_s_at,AAD4
5427_at,DAK2
5448_at,snR67
5526_at,PDA1
5553_at,BUR6
5565_at,RSP5
5592_at,GLE2
5597_at,LSM4
5601_at,SLX8
5616_at,SBH1
5619_at,TRP2
5625_at,PUP3
5626_at,RAD51
5628_at,UBP9
5631_at,UBC6
5633_at,GPP2
5636_at,ICL1
5637_at,RRT13
5647_s_at,RPS24A 
5651_at,ICP55
5655_n_at,MEI4
5659_at,CAJ1
5670_i_at,RPL34A 
5671_s_at,RPL34A 
5683_at,MIG3
5694_at,HVG1
5695_at,GLN3
5700_at,MEI4
5713_at,PRP22
5720_at,SBH2
5721_at,GPA2
5750_at,UTR2
5752_at,UTR4
5753_at,RAD23
5754_at,ANP1
5755_at,UTR5
5756_at,HYP2
5758_at,MCM3
5759_at,SPF1
5765_at,YEL025C
5782_at,MAK10
5804_at,snR63
5811_at,YEL073C
5918_at,FDC1
5920_at,YDR541C
5925_at,YDR524C-B
5927_at,STP4
5934_at,DAD4
5951_at,RBA50
5957_at,HSP31
5958_at,SLD5
5976_at,GIN4
5979_at,SMT3
5987_at,PRP3
5989_at,JIP4
5991_at,SNF1
6008_at,ADA2
6016_at,TOM1
6019_at,TFB3
6029_at,CAD1
6030_at,DYN2
6035_at,TIF35
6039_g_at,NPL3
6046_at,LRS4
6051_at,URH1
6055_at,RPB7
6067_at,SYF1
6069_i_at,RPL12A 
6070_s_at,RPL12A 
6073_at,ARH1
6078_at,YRA1
6085_at,RVS167
6091_at,RPT3
6094_at,NCB2
6099_at,GGA1
6106_at,CDC40
6108_at,YDR366C
6110_at,YPR1
6127_at,YDR341C
6155_at,PEP7
6160_at,SKP1
6163_at,RTT103
6180_i_at,HNT2
6181_r_at,HNT2
6184_at,PMT7
6195_at,BSC2
6207_at,INM2
6213_at,YDR248C
6237_at,ADK1
6238_at,SIR4
6239_at,PCF11
6244_at,RTN1
6254_at,PRP28
6258_at,SPC19
6259_at,RAV2
6262_at,MSC2
6270_at,UPC2
6291_at,SLY1
6294_at,NUP42
6298_at,CAB5
6302_at,RPA14
6335_at,MKC7
6341_at,NUM1
6350_at,YDR115W
6360_at,ECM18
6371_at,UBC13
6374_at,DNF2
6387_at,TMN2
6389_at,YDR109C
6393_at,DOA4
6398_at,TPS2
6400_at,RAD55
6404_at,VPS41
6405_at,PDC2
6408_at,TVP23
6414_at,RPC11
6415_at,BAP3
6429_at,MAK21
6433_at,RPS13
6437_at,ATG31
6451_at,EHD3
6453_at,ENA5
6458_at,NRG1
6460_at,NHP10
6473_i_at,RPL4A 
6474_at,PSF1
6481_at,DAS2
6483_at,DIA3
6490_at,CDC7
6499_at,APC11
6508_at,MTF2
6515_at,BSC1
6533_at,PEX19
6546_at,SLC1
6547_at,LHP1
6558_i_at,RPS16A 
6561_at,RPP1A
6565_at,MDH3
6579_at,MSS2
6597_at,LYS21
6604_at,CDC48
6611_at,YFH1
6622_at,SAS10
6629_at,LDB17
6636_at,SCM3
6643_at,YDL177C
6654_at,FAP7
6668_at,SEC31
6672_s_at,RPL35A 
6675_at,RBS1
6680_s_at,RPL41A 
6683_g_at,LYS20 
6693_at,GDH2
6700_at,NHP2
6704_at,RTN2
6725_at,HO
6754_at,snR65
6757_i_at,HMRA1
