ID_REF,Gene_Symbol,Sigma,Active_threshold,Mean,Independence,GSM77298,GSM77299,GSM77300,GSM77301,GSM77302,GSM77303,GSM77304,GSM77305,GSM77306,GSM77307,GSM77308,GSM77309,GSM77310,GSM77311,GSM77312,GSM77313,GSM77314,GSM77315,GSM77316,GSM77317,GSM77318,GSM77319,GSM77320,GSM77321,GSM77322,GSM77323,GSM77324,GSM77325,GSM77326,GSM77327,GSM77328,GSM77329,GSM77330,GSM77331,GSM77332,GSM77333
9343_at,HER2,0.1521579915425821,0.44543966908800264,0.4351105002777778,time_dependent,0.594778657,0.426589608,0.231555045,0.326209217,0.342312038,0.412854046,0.420368344,0.29467085,0.248184025,0.598654747,0.656392694,0.633502543,0.537313461,0.361363649,0.410835236,0.363013685,0.408026755,0.235714287,0.215369046,0.239740834,0.371428579,0.616889834,0.550429165,0.561072528,0.877899885,0.495858014,0.32579186600000004,0.282961458,0.248966947,0.296218514,0.35565316700000005,0.26205191,0.482417613,0.7155511379999999,0.605662286,0.657676339
7610_at,CTR1,0.21798034415820378,0.46710309165491126,0.43744024494444456,time_dependent,0.414301932,0.310982645,0.236095339,0.229471311,0.113355793,0.257080615,0.365113765,0.206896544,0.5968523029999999,0.557174921,0.5662100320000001,0.6730964779999999,0.6234213710000001,0.356818199,0.285553038,0.369863033,0.234113708,0.230612248,0.166835174,0.260259181,0.670857131,0.698249221,0.6727467779999999,0.887785554,0.5946276189999999,0.12662722199999998,0.28054297,0.278904676,0.199380159,0.266806722,0.13940724699999998,0.818294108,0.804395616,0.780511856,0.65925169,0.8153526190000001
9571_at,YMR085W,0.22431656297098765,0.4705534244384204,0.43831420597222226,time_dependent,0.653802514,0.759537518,0.7366629240000001,0.6152980920000001,0.640852988,0.7657952309999999,0.537378073,0.531870484,0.066585958,0.0426009,0.33561644,0.268020302,0.428243428,0.706818223,0.7471782570000001,0.694063962,0.512820542,0.470408142,0.382204235,0.11339093,0.069714285,0.131822869,0.337982833,0.305858999,0.413919449,0.8047337529999999,0.595022619,0.600405693,0.532024801,0.574579835,0.554335892,0.045735475,0.201098904,0.224409446,0.124368042,0.254149377
9579_at,CSM3,0.21731827938503576,0.4689637559297345,0.4395622821666666,time_dependent,0.35187286100000004,0.309826583,0.35187286100000004,0.371203601,0.292929322,0.318082809,0.401950121,0.293625921,0.411622286,0.683856547,0.757990897,0.5654822589999999,0.47301954,0.311363637,0.273137689,0.28310501600000004,0.236343384,0.207142845,0.192113236,0.182505399,0.60799998,0.781668365,0.857296169,0.509433985,0.5653235910000001,0.5976331229999999,0.363122165,0.266734272,0.199380159,0.148109257,0.181119651,0.237330034,0.6868131759999999,0.927165329,0.898887753,0.727178335
6065_at,ERD1,0.1604222266347875,0.45444103503937516,0.4423662453055556,time_dependent,0.561861515,0.38381502,0.34619751600000004,0.251968503,0.353535384,0.281045735,0.316359699,0.363636374,0.506053269,0.794843078,0.796803713,0.634517729,0.425947189,0.260227263,0.32392776,0.166666672,0.42363435,0.4265306,0.34378159,0.248380125,0.483428568,0.677651942,0.626609445,0.622641504,0.514041483,0.273372799,0.403846174,0.306288064,0.28719008,0.394957989,0.268935233,0.379480839,0.5659340620000001,0.641732275,0.654196084,0.615145206
5551_at,COG3,0.12150717368868132,0.4523581411066348,0.44705464855555566,time_dependent,0.603859246,0.227745667,0.407491505,0.214848146,0.259259284,0.274509817,0.32719391600000003,0.414838046,0.686440706,0.643497825,0.6986301540000001,0.689340115,0.545350194,0.248863637,0.30812639,0.477168947,0.273132652,0.401020378,0.50151664,0.611231089,0.322285712,0.5756951570000001,0.627682388,0.5153923029999999,0.35164836,0.349112421,0.296380103,0.3640973870000001,0.427685946,0.369747907,0.4291986820000001,0.5686031579999999,0.40439561,0.537401557,0.579373062,0.561203241
9408_at,MRPL44,0.20139884321475438,0.4844842166649887,0.4609323996111112,time_dependent,0.489216775,0.469364136,0.4506243170000001,0.379077643,0.310886681,0.211328968,0.235102922,0.303030312,0.286924958,0.521300495,0.888127923,0.762436509,0.4213548,0.520454526,0.432279885,0.332191795,0.205128208,0.295918375,0.188068748,0.27861771,0.393142879,0.476828009,0.825107336,0.344587892,0.51037848,0.37988165,0.351809978,0.419878334,0.270661145,0.408613473,0.33150386800000003,0.35228675600000003,0.618681312,0.884842515,1.106167793,0.93775928
6226_at,EXG2,0.27108956486599356,0.5190929935298598,0.4634177873333334,time_dependent,0.832009137,0.6057803629999999,0.291713983,0.23509562,0.177328855,0.18409586,0.250270844,0.109717868,0.480629563,0.646861017,1.100456715,0.8730964059999999,0.7141217590000001,0.414772749,0.252821654,0.35958904,0.211817175,0.139795914,0.178968653,0.332613379,0.4845714270000001,0.8197733759999999,0.813304782,0.860973179,0.6312576529999999,0.5431953070000001,0.321266979,0.199797183,0.225206599,0.14915967,0.18770583,0.370828152,0.453846157,0.563976347,0.735085905,0.931535244
6275_at,SPR28,0.2024629635968314,0.4922607579933956,0.4683435244722223,time_dependent,0.316685587,0.44624275,0.547105551,0.51968503,0.527497232,0.532679737,0.700975001,0.543364704,0.217917681,0.210762337,0.272831053,0.243654817,0.25602755,0.507954597,0.437923223,0.583333313,0.7290970090000001,0.924489737,0.764408469,0.456803441,0.23657143100000005,0.274974257,0.252145916,0.18470706,0.32967034,0.6473373170000001,0.592760205,0.954361081,0.78719002,0.867647052,0.52250272,0.358467221,0.294505507,0.306102365,0.257836193,0.254149377
5768_at,GEA2,0.15466925567115383,0.4866353408555143,0.47579442130555566,time_dependent,0.441543728,0.261271685,0.241770715,0.181102365,0.453423172,0.387799561,0.485373765,0.409613401,0.8268765809999999,0.8778027890000001,0.7739726309999999,0.6284263729999999,0.444316924,0.214772731,0.299097061,0.410958916,0.416945398,0.408163249,0.407482266,0.494600415,0.577142835,0.684860945,0.5933476089999999,0.572989106,0.5653235910000001,0.334911227,0.32239818600000003,0.348884404,0.342975199,0.361344576,0.498353481,0.47589615,0.664835155,0.603346467,0.540950418,0.575726092
3012_s_at,BUD4,0.33835822937333615,0.5895104434834715,0.48523627033333333,time_dependent,0.723042011,1.211560726,1.054483533,0.535433054,0.291806966,0.226579517,0.14084506,0.152560085,0.198547214,0.244394615,0.312785387,0.458883256,1.222732544,0.688636363,0.8386004570000001,0.740867615,0.342251956,0.201020405,0.120323546,0.078833692,0.250285715,0.10916581,0.424892694,1.6454815859999998,1.002442002,0.456804723,0.8054298759999999,0.430020332,0.27479338600000003,0.181722686,0.113062575,0.131025955,0.162637368,0.342519671,0.588473201,0.76556015
10418_at,YLL058W,0.15010106320707495,0.49759250935989513,0.4876705747222222,time_dependent,0.345062435,0.40231213,0.506242871,0.62767154,0.6879910229999999,0.624182999,0.705308735,0.665621758,0.27723971,0.31838566100000004,0.31050229100000004,0.391878158,0.274397254,0.3840909,0.384875834,0.4223744270000001,0.684503913,0.738775492,0.579373062,0.538876891,0.310857147,0.358393401,0.36802575,0.390268117,0.45787546,0.455621302,0.5712670089999999,0.57809335,0.613636374,0.801470637,0.826564252,0.506798506,0.27692309,0.383858263,0.380181968,0.40663898
8255_at,RFM1,0.12143140114482036,0.4930491370984799,0.4877554641944445,time_dependent,0.376844496,0.413872808,0.48467651,0.376827896,0.272727281,0.380174309,0.355362922,0.48380354,0.807506025,0.6816143990000001,0.598173559,0.563451767,0.380022973,0.380681843,0.420993209,0.480593592,0.415830553,0.496938765,0.4418604370000001,0.7397407890000001,0.8285714390000001,0.665293455,0.528969944,0.4061569270000001,0.252747267,0.422485232,0.368778259,0.465517282,0.504132211,0.470588237,0.463227242,0.530284286,0.645054996,0.58562994,0.490394324,0.379667997
