Identify_A,Identify_B
uniprotkb:Q02206,uniprotkb:P32597
uniprotkb:Q06488,uniprotkb:P32597
uniprotkb:P32597,uniprotkb:Q02206
uniprotkb:Q06488,uniprotkb:P32597
uniprotkb:Q06488,uniprotkb:P32597
uniprotkb:Q02206,uniprotkb:P32597
uniprotkb:P32597,uniprotkb:Q06488
uniprotkb:P53236,uniprotkb:P32597
uniprotkb:P53236,uniprotkb:P32597
uniprotkb:Q06488,uniprotkb:P32597
uniprotkb:Q06488,uniprotkb:P32597
uniprotkb:P32597,uniprotkb:Q02206
uniprotkb:P32597,uniprotkb:Q06639
uniprotkb:P32597,uniprotkb:Q06639
uniprotkb:P32597,uniprotkb:Q02206
uniprotkb:P32597,uniprotkb:P32832
uniprotkb:P32597,uniprotkb:P32832
uniprotkb:P43565,uniprotkb:P32597
uniprotkb:P32597,uniprotkb:P32832
uniprotkb:P32597,uniprotkb:P32832
uniprotkb:P32597,uniprotkb:P32832
uniprotkb:P32832,uniprotkb:P32597
uniprotkb:P32597,uniprotkb:P32832
uniprotkb:P15705,uniprotkb:P15108
uniprotkb:P15705,uniprotkb:P02829
uniprotkb:P38989,uniprotkb:P15705
uniprotkb:P15705,uniprotkb:P15108
uniprotkb:P15108,uniprotkb:P15705
uniprotkb:P15705,uniprotkb:P02829
uniprotkb:P02829,uniprotkb:P15705
uniprotkb:P15705,uniprotkb:P15108
uniprotkb:P15705,uniprotkb:P15108
uniprotkb:P02829,uniprotkb:P15705
uniprotkb:P15705,uniprotkb:P15108
uniprotkb:P15705,uniprotkb:P15108
uniprotkb:P02829,uniprotkb:P15705
uniprotkb:P15108,uniprotkb:P15705
uniprotkb:P15108,uniprotkb:P15705
uniprotkb:P15705,uniprotkb:P15108
uniprotkb:P02829,uniprotkb:P15705
uniprotkb:P15108,uniprotkb:P15705
uniprotkb:P34160,uniprotkb:Q02821
uniprotkb:Q02821,uniprotkb:P34160
uniprotkb:P34160,uniprotkb:Q02821
uniprotkb:Q02821,uniprotkb:P34160
uniprotkb:P34160,uniprotkb:Q02821
uniprotkb:P34160,uniprotkb:P32558
uniprotkb:P34160,uniprotkb:Q02206
uniprotkb:P34160,uniprotkb:Q02206
uniprotkb:Q02206,uniprotkb:P34160
uniprotkb:P34160,uniprotkb:Q02206
uniprotkb:P34160,uniprotkb:Q02206
uniprotkb:P34160,uniprotkb:Q02206
uniprotkb:P34160,uniprotkb:Q02206
uniprotkb:P36036,uniprotkb:P34160
uniprotkb:Q05900,uniprotkb:P34160
uniprotkb:P34160,uniprotkb:Q05900
uniprotkb:P34160,uniprotkb:Q08920
uniprotkb:P34160,uniprotkb:Q08920
uniprotkb:Q08920,uniprotkb:P34160
uniprotkb:Q05900,uniprotkb:P34160
uniprotkb:P34160,uniprotkb:P36036
uniprotkb:P34160,uniprotkb:P36036
uniprotkb:Q07478,uniprotkb:P33441
uniprotkb:Q07478,uniprotkb:P17629
uniprotkb:P17629,uniprotkb:Q07478
uniprotkb:P32911,uniprotkb:Q06440
uniprotkb:P53252,uniprotkb:P32911
uniprotkb:P32911,uniprotkb:P39743
uniprotkb:P32911,uniprotkb:P06103
uniprotkb:P20459,uniprotkb:P06103
uniprotkb:P06103,uniprotkb:P20459
uniprotkb:P06103,uniprotkb:P20459
uniprotkb:P20459,uniprotkb:P38249
uniprotkb:P20459,uniprotkb:P14741
uniprotkb:P32481,uniprotkb:P20459
uniprotkb:P20459,uniprotkb:P32501
uniprotkb:P20459,uniprotkb:P32481
uniprotkb:P20459,uniprotkb:P32481
uniprotkb:P20459,uniprotkb:P32481
uniprotkb:P32481,uniprotkb:P20459
uniprotkb:P32502,uniprotkb:P20459
uniprotkb:P09032,uniprotkb:P20459
uniprotkb:P20459,uniprotkb:P32501
uniprotkb:P09032,uniprotkb:P20459
uniprotkb:P20459,uniprotkb:P09032
uniprotkb:P20459,uniprotkb:P09032
uniprotkb:P20459,uniprotkb:P09032
uniprotkb:P32481,uniprotkb:P20459
uniprotkb:P32501,uniprotkb:P20459
uniprotkb:P09032,uniprotkb:P20459
uniprotkb:P20459,uniprotkb:P32501
uniprotkb:P05453,uniprotkb:P12385
uniprotkb:P05453,uniprotkb:P12385
uniprotkb:P12385,uniprotkb:P05453
uniprotkb:P12385,uniprotkb:P05453
uniprotkb:P05453,uniprotkb:P12385
uniprotkb:P12385,uniprotkb:P05453
uniprotkb:P05453,uniprotkb:P12385
uniprotkb:P05453,uniprotkb:P12385
uniprotkb:P05453,uniprotkb:P12385
uniprotkb:P12385,uniprotkb:P05453
uniprotkb:P05453,uniprotkb:P12385
uniprotkb:P00360,uniprotkb:P05453
uniprotkb:P12385,uniprotkb:P05453
uniprotkb:P38013,uniprotkb:P05453
uniprotkb:P12385,uniprotkb:P05453
uniprotkb:P12385,uniprotkb:P05453
uniprotkb:P05453,uniprotkb:P12385
uniprotkb:P15108,uniprotkb:P05453
uniprotkb:P15108,uniprotkb:P05453
uniprotkb:P15108,uniprotkb:P05453
uniprotkb:P05453,uniprotkb:P12385
uniprotkb:P12385,uniprotkb:P05453
uniprotkb:P05453,uniprotkb:P12385
uniprotkb:P05453,uniprotkb:P12385
uniprotkb:P05453,uniprotkb:P12385
uniprotkb:P12385,uniprotkb:P05453
uniprotkb:P12709,uniprotkb:P05453
uniprotkb:P05453,uniprotkb:P23643
uniprotkb:P05453,uniprotkb:P23643
uniprotkb:Q03388,uniprotkb:P31376
uniprotkb:P31376,uniprotkb:Q03433
uniprotkb:Q03388,uniprotkb:P31376
uniprotkb:Q03388,uniprotkb:P31376
uniprotkb:P31376,uniprotkb:Q03388
uniprotkb:Q03388,uniprotkb:P31376
uniprotkb:Q03388,uniprotkb:P31376
uniprotkb:P31376,uniprotkb:P80428
uniprotkb:P31376,uniprotkb:P80428
uniprotkb:P80428,uniprotkb:P31376
uniprotkb:P31376,uniprotkb:P38326
uniprotkb:P31376,uniprotkb:Q03940
uniprotkb:Q12509,uniprotkb:P31376
uniprotkb:Q03940,uniprotkb:P31376
uniprotkb:P31376,uniprotkb:Q12464
uniprotkb:Q12509,uniprotkb:P31376
uniprotkb:Q12464,uniprotkb:P31376
uniprotkb:P31376,uniprotkb:Q05471
uniprotkb:Q12464,uniprotkb:P31376
uniprotkb:Q12464,uniprotkb:P31376
uniprotkb:Q12464,uniprotkb:P31376
uniprotkb:Q03940,uniprotkb:P31376
uniprotkb:Q03940,uniprotkb:P31376
uniprotkb:Q05471,uniprotkb:P31376
uniprotkb:Q05471,uniprotkb:P31376
uniprotkb:P31376,uniprotkb:Q05471
uniprotkb:Q05471,uniprotkb:P31376
uniprotkb:P39706,uniprotkb:P43132
uniprotkb:P38123,uniprotkb:P39706
uniprotkb:P29468,uniprotkb:P36104
uniprotkb:Q03323,uniprotkb:P36104
uniprotkb:P36104,uniprotkb:P39743
uniprotkb:P36104,uniprotkb:P42073
uniprotkb:P32598,uniprotkb:P36104
uniprotkb:P43132,uniprotkb:P36104
uniprotkb:P36104,uniprotkb:P32598
uniprotkb:P15646,uniprotkb:P36104
uniprotkb:P43132,uniprotkb:P36104
uniprotkb:P36104,uniprotkb:P45976
uniprotkb:P36104,uniprotkb:Q01329
uniprotkb:P36104,uniprotkb:Q01329
uniprotkb:P42841,uniprotkb:P36104
uniprotkb:P36104,uniprotkb:Q03012
uniprotkb:Q06632,uniprotkb:P36104
uniprotkb:P36104,uniprotkb:Q06632
uniprotkb:P36104,uniprotkb:Q06224
uniprotkb:P36104,uniprotkb:Q06632
uniprotkb:P35728,uniprotkb:P36104
uniprotkb:Q03012,uniprotkb:P36104
uniprotkb:P36104,uniprotkb:Q12102
uniprotkb:P38827,uniprotkb:P36104
uniprotkb:P38827,uniprotkb:P36104
uniprotkb:P38827,uniprotkb:P38123
uniprotkb:P38123,uniprotkb:P38337
uniprotkb:P38123,uniprotkb:P36104
uniprotkb:P43132,uniprotkb:P38123
uniprotkb:Q03323,uniprotkb:P38123
uniprotkb:P39706,uniprotkb:P38123
uniprotkb:P38123,uniprotkb:P00358
uniprotkb:P09547,uniprotkb:P32591
uniprotkb:P32591,uniprotkb:P09547
uniprotkb:Q12406,uniprotkb:P09547
uniprotkb:P09547,uniprotkb:P32591
uniprotkb:P09547,uniprotkb:P32591
uniprotkb:P09547,uniprotkb:Q05123
uniprotkb:P09547,uniprotkb:P32591
uniprotkb:P09547,uniprotkb:P32591
uniprotkb:P53628,uniprotkb:P09547
uniprotkb:P43554,uniprotkb:P32591
uniprotkb:P32591,uniprotkb:Q12406
uniprotkb:Q05123,uniprotkb:P32591
uniprotkb:P32591,uniprotkb:P53628
uniprotkb:P32591,uniprotkb:P09547
uniprotkb:P09959,uniprotkb:P39678
uniprotkb:P39678,uniprotkb:P09959
uniprotkb:P25302,uniprotkb:P09959
uniprotkb:Q12509,uniprotkb:Q05471
uniprotkb:P80428,uniprotkb:Q05471
uniprotkb:P80428,uniprotkb:Q05471
uniprotkb:P80428,uniprotkb:Q05471
uniprotkb:Q05471,uniprotkb:Q03940
uniprotkb:P31376,uniprotkb:Q05471
uniprotkb:Q05471,uniprotkb:P53201
uniprotkb:Q05471,uniprotkb:P53201
uniprotkb:P53201,uniprotkb:Q05471
uniprotkb:P53201,uniprotkb:Q05471
uniprotkb:P80428,uniprotkb:Q05471
uniprotkb:Q05471,uniprotkb:P80428
uniprotkb:Q05471,uniprotkb:P38326
uniprotkb:P38326,uniprotkb:Q05471
uniprotkb:P38326,uniprotkb:Q05471
uniprotkb:Q05471,uniprotkb:Q03388
uniprotkb:P53930,uniprotkb:Q05471
uniprotkb:Q03388,uniprotkb:Q05471
uniprotkb:Q05471,uniprotkb:P53930
uniprotkb:Q12464,uniprotkb:Q05471
uniprotkb:Q05471,uniprotkb:Q03940
uniprotkb:Q05471,uniprotkb:Q12464
uniprotkb:Q03940,uniprotkb:Q05471
uniprotkb:Q05471,uniprotkb:Q12464
uniprotkb:Q05471,uniprotkb:Q03940
uniprotkb:Q12464,uniprotkb:Q05471
uniprotkb:Q05471,uniprotkb:Q12464
uniprotkb:Q12464,uniprotkb:Q05471
uniprotkb:Q03940,uniprotkb:Q05471
uniprotkb:Q12464,uniprotkb:Q05471
uniprotkb:Q12309,uniprotkb:Q04048
uniprotkb:Q04048,uniprotkb:P33334
uniprotkb:P33334,uniprotkb:Q04048
uniprotkb:Q04048,uniprotkb:P33334
uniprotkb:P33334,uniprotkb:Q04048
uniprotkb:P33334,uniprotkb:Q04048
uniprotkb:P32523,uniprotkb:Q04048
uniprotkb:Q04048,uniprotkb:P32523
uniprotkb:Q04048,uniprotkb:P53277
uniprotkb:P21374,uniprotkb:Q04048
uniprotkb:P53277,uniprotkb:Q04048
uniprotkb:P53277,uniprotkb:Q04048
uniprotkb:P53277,uniprotkb:Q12309
uniprotkb:P16521,uniprotkb:P53277
uniprotkb:P46677,uniprotkb:Q05021
uniprotkb:P46677,uniprotkb:P53040
uniprotkb:P38129,uniprotkb:P46677
uniprotkb:Q05021,uniprotkb:P46677
uniprotkb:P38129,uniprotkb:P46677
uniprotkb:Q05027,uniprotkb:P46677
uniprotkb:P46677,uniprotkb:Q05027
uniprotkb:Q12030,uniprotkb:Q03761
uniprotkb:Q03761,uniprotkb:P46677
uniprotkb:P53040,uniprotkb:Q03761
uniprotkb:P46677,uniprotkb:Q03761
uniprotkb:Q03761,uniprotkb:P50105
uniprotkb:P38129,uniprotkb:Q03761
uniprotkb:Q03761,uniprotkb:P38129
uniprotkb:Q04226,uniprotkb:Q03761
uniprotkb:Q03761,uniprotkb:P35177
uniprotkb:P35177,uniprotkb:Q03761
uniprotkb:P32494,uniprotkb:Q03761
uniprotkb:Q03761,uniprotkb:P53278
uniprotkb:P11747,uniprotkb:P50105
uniprotkb:P11747,uniprotkb:P50105
uniprotkb:P46677,uniprotkb:P11747
uniprotkb:P11747,uniprotkb:Q05021
uniprotkb:P11747,uniprotkb:Q05021
uniprotkb:Q05027,uniprotkb:P11747
uniprotkb:P11747,uniprotkb:P46677
uniprotkb:P46677,uniprotkb:P11747
uniprotkb:P11747,uniprotkb:P38129
uniprotkb:Q12030,uniprotkb:P11747
uniprotkb:P11747,uniprotkb:Q04226
uniprotkb:P53040,uniprotkb:P11747
uniprotkb:P35189,uniprotkb:P80428
uniprotkb:P35189,uniprotkb:P80428
uniprotkb:P35189,uniprotkb:P41895
uniprotkb:P35189,uniprotkb:P32591
uniprotkb:Q12464,uniprotkb:P35189
uniprotkb:P35189,uniprotkb:P41895
uniprotkb:Q12464,uniprotkb:P35189
uniprotkb:P35189,uniprotkb:P41896
uniprotkb:P35189,uniprotkb:P41895
uniprotkb:P35189,uniprotkb:P41895
uniprotkb:P35189,uniprotkb:P08518
uniprotkb:Q12464,uniprotkb:P35189
uniprotkb:P41896,uniprotkb:P35189
uniprotkb:P35189,uniprotkb:P20434
uniprotkb:P08518,uniprotkb:P35189
uniprotkb:P08518,uniprotkb:P35189
uniprotkb:P32591,uniprotkb:P35189
uniprotkb:P35189,uniprotkb:P16370
uniprotkb:P41895,uniprotkb:P35189
uniprotkb:P35189,uniprotkb:P41896
uniprotkb:P41895,uniprotkb:P35189
uniprotkb:P35189,uniprotkb:P04050
uniprotkb:P35189,uniprotkb:P16370
uniprotkb:P35189,uniprotkb:P08518
uniprotkb:P35189,uniprotkb:P08518
uniprotkb:P35189,uniprotkb:P16370
uniprotkb:P35189,uniprotkb:P08518
uniprotkb:P08518,uniprotkb:P35189
uniprotkb:P41895,uniprotkb:P35189
uniprotkb:P20435,uniprotkb:P35189
uniprotkb:P04050,uniprotkb:P35189
uniprotkb:P35189,uniprotkb:P20433
uniprotkb:P41895,uniprotkb:P35189
uniprotkb:P04050,uniprotkb:P35189
uniprotkb:P20433,uniprotkb:P35189
uniprotkb:P35189,uniprotkb:P08518
uniprotkb:P04050,uniprotkb:P35189
uniprotkb:P35189,uniprotkb:P08518
uniprotkb:P41895,uniprotkb:P35189
uniprotkb:P35189,uniprotkb:P41895
uniprotkb:P35189,uniprotkb:Q03750
uniprotkb:P08518,uniprotkb:P35189
uniprotkb:P35189,uniprotkb:P08518
uniprotkb:P04050,uniprotkb:P35189
uniprotkb:P35189,uniprotkb:P04050
uniprotkb:P04050,uniprotkb:P35189
uniprotkb:P35189,uniprotkb:P04050
uniprotkb:P35189,uniprotkb:P04050
uniprotkb:P35189,uniprotkb:P04050
uniprotkb:P35189,uniprotkb:P04050
uniprotkb:P35189,uniprotkb:P16370
uniprotkb:P35189,uniprotkb:P41895
uniprotkb:P35189,uniprotkb:P04050
uniprotkb:P35189,uniprotkb:Q03750
uniprotkb:P04050,uniprotkb:P35189
uniprotkb:P04050,uniprotkb:P35189
uniprotkb:P04050,uniprotkb:P35189
uniprotkb:P04050,uniprotkb:P35189
uniprotkb:P35189,uniprotkb:P41895
uniprotkb:P35189,uniprotkb:P41896
uniprotkb:P35189,uniprotkb:P32591
uniprotkb:P35189,uniprotkb:P41896
uniprotkb:P35189,uniprotkb:P41895
uniprotkb:P35189,uniprotkb:P41895
uniprotkb:P41895,uniprotkb:P35189
uniprotkb:P35189,uniprotkb:P41895
uniprotkb:P41895,uniprotkb:P35189
uniprotkb:P50105,uniprotkb:P38129
uniprotkb:Q12297,uniprotkb:P50105
uniprotkb:P53040,uniprotkb:P50105
uniprotkb:P50105,uniprotkb:Q12030
uniprotkb:P11747,uniprotkb:P50105
uniprotkb:P50105,uniprotkb:P38129
uniprotkb:P53040,uniprotkb:P50105
uniprotkb:P38129,uniprotkb:P50105
uniprotkb:P50105,uniprotkb:P38129
uniprotkb:P38129,uniprotkb:Q03330
uniprotkb:P38129,uniprotkb:P38915
uniprotkb:P35177,uniprotkb:P38129
uniprotkb:P38129,uniprotkb:Q12060
uniprotkb:P35177,uniprotkb:P38129
uniprotkb:P35177,uniprotkb:P38129
uniprotkb:P50102,uniprotkb:P38129
uniprotkb:Q12297,uniprotkb:P38129
uniprotkb:P50105,uniprotkb:P38129
uniprotkb:P50105,uniprotkb:P38129
uniprotkb:P38129,uniprotkb:P53040
uniprotkb:P38129,uniprotkb:Q03761
uniprotkb:P38129,uniprotkb:Q03761
uniprotkb:Q05021,uniprotkb:P38129
uniprotkb:P38129,uniprotkb:Q05027
uniprotkb:P46677,uniprotkb:P38129
uniprotkb:P38129,uniprotkb:Q04226
uniprotkb:P50102,uniprotkb:P53040
uniprotkb:P53040,uniprotkb:Q12159
uniprotkb:Q04226,uniprotkb:P53040
uniprotkb:Q12159,uniprotkb:P53040
uniprotkb:P38915,uniprotkb:P53040
uniprotkb:P53040,uniprotkb:P38129
uniprotkb:P32494,uniprotkb:P53040
uniprotkb:Q12159,uniprotkb:P53040
uniprotkb:P38129,uniprotkb:P53040
uniprotkb:P38129,uniprotkb:P53040
uniprotkb:P53040,uniprotkb:P35177
uniprotkb:P53040,uniprotkb:P35177
uniprotkb:P50875,uniprotkb:P53040
uniprotkb:P53040,uniprotkb:Q02336
uniprotkb:Q02336,uniprotkb:P53040
uniprotkb:P53165,uniprotkb:P53040
uniprotkb:P53040,uniprotkb:P06844
uniprotkb:P53040,uniprotkb:Q03330
uniprotkb:P53040,uniprotkb:Q12060
uniprotkb:Q12297,uniprotkb:Q05027
uniprotkb:Q03761,uniprotkb:Q05027
uniprotkb:Q05027,uniprotkb:Q05021
uniprotkb:Q05027,uniprotkb:P46677
uniprotkb:Q05027,uniprotkb:Q03330
uniprotkb:P53040,uniprotkb:Q05027
uniprotkb:P38129,uniprotkb:Q05027
uniprotkb:P38129,uniprotkb:Q05027
uniprotkb:Q04226,uniprotkb:Q05027
uniprotkb:P06844,uniprotkb:Q05027
uniprotkb:P50105,uniprotkb:Q05027
uniprotkb:Q05027,uniprotkb:P38129
uniprotkb:P38129,uniprotkb:Q05027
uniprotkb:Q05027,uniprotkb:P38129
uniprotkb:P35177,uniprotkb:Q05027
uniprotkb:Q02457,uniprotkb:P53246
uniprotkb:Q02457,uniprotkb:P53246
uniprotkb:Q02457,uniprotkb:P53246
uniprotkb:Q02457,uniprotkb:P53246
uniprotkb:Q02457,uniprotkb:P53246
uniprotkb:Q02457,uniprotkb:Q05934
uniprotkb:Q05934,uniprotkb:Q02457
uniprotkb:Q05934,uniprotkb:Q02457
uniprotkb:Q02457,uniprotkb:Q05934
uniprotkb:Q05934,uniprotkb:Q02457
uniprotkb:Q02457,uniprotkb:Q05934
uniprotkb:P00360,uniprotkb:P00358
uniprotkb:P38319,uniprotkb:P53155
uniprotkb:P38319,uniprotkb:Q06440
uniprotkb:P38851,uniprotkb:P36008
uniprotkb:P43579,uniprotkb:P36008
uniprotkb:P36008,uniprotkb:P15108
uniprotkb:P36100,uniprotkb:P24783
uniprotkb:P36100,uniprotkb:P24783
uniprotkb:P28495,uniprotkb:P36100
uniprotkb:P36145,uniprotkb:P36100
uniprotkb:P36100,uniprotkb:Q04779
uniprotkb:P36145,uniprotkb:P36100
uniprotkb:Q04779,uniprotkb:P36100
uniprotkb:P36100,uniprotkb:P36145
uniprotkb:Q04779,uniprotkb:P36100
uniprotkb:P36145,uniprotkb:P36100
uniprotkb:P36145,uniprotkb:P36100
uniprotkb:Q04779,uniprotkb:P36100
uniprotkb:P36100,uniprotkb:P36145
uniprotkb:P36100,uniprotkb:Q04119
uniprotkb:P36145,uniprotkb:P36100
uniprotkb:P36145,uniprotkb:P36100
uniprotkb:P36100,uniprotkb:P36145
uniprotkb:P36100,uniprotkb:P36145
uniprotkb:P36145,uniprotkb:P36100
uniprotkb:P36145,uniprotkb:P36100
uniprotkb:P36145,uniprotkb:P36100
uniprotkb:P36145,uniprotkb:P36100
uniprotkb:P36100,uniprotkb:P36145
uniprotkb:P36145,uniprotkb:P36100
uniprotkb:Q03290,uniprotkb:P06839
uniprotkb:Q04673,uniprotkb:Q03290
uniprotkb:Q04673,uniprotkb:Q03290
uniprotkb:Q03290,uniprotkb:P37366
uniprotkb:Q03290,uniprotkb:P37366
uniprotkb:Q03290,uniprotkb:P32776
uniprotkb:Q12004,uniprotkb:Q03290
uniprotkb:Q12308,uniprotkb:P32367
uniprotkb:P32367,uniprotkb:Q12415
uniprotkb:P33339,uniprotkb:P32367
uniprotkb:P32496,uniprotkb:P34111
uniprotkb:Q02354,uniprotkb:P34111
uniprotkb:P34111,uniprotkb:Q02354
uniprotkb:P33339,uniprotkb:P34111
uniprotkb:Q06339,uniprotkb:P34111
uniprotkb:P34111,uniprotkb:P33339
uniprotkb:Q12415,uniprotkb:P34111
uniprotkb:P34111,uniprotkb:Q12415
uniprotkb:P34111,uniprotkb:Q12415
uniprotkb:P32367,uniprotkb:P34111
uniprotkb:P34111,uniprotkb:Q12415
uniprotkb:Q06339,uniprotkb:P34111
uniprotkb:P33339,uniprotkb:P34111
uniprotkb:P32367,uniprotkb:P34111
uniprotkb:P32367,uniprotkb:P34111
uniprotkb:P34111,uniprotkb:P32367
uniprotkb:P34111,uniprotkb:Q06339
uniprotkb:P32367,uniprotkb:P34111
uniprotkb:P32367,uniprotkb:P34111
uniprotkb:P34111,uniprotkb:Q06339
uniprotkb:P33339,uniprotkb:P34111
uniprotkb:P34111,uniprotkb:P32367
uniprotkb:P34111,uniprotkb:P32367
uniprotkb:P34111,uniprotkb:P32367
uniprotkb:Q06339,uniprotkb:P34111
uniprotkb:P34111,uniprotkb:P32367
uniprotkb:P34111,uniprotkb:Q06339
uniprotkb:Q12415,uniprotkb:P33339
uniprotkb:P33339,uniprotkb:Q12415
uniprotkb:P32367,uniprotkb:P33339
uniprotkb:P33339,uniprotkb:P32367
uniprotkb:P33339,uniprotkb:Q06339
uniprotkb:Q06339,uniprotkb:P32367
uniprotkb:Q06339,uniprotkb:P32367
uniprotkb:Q12308,uniprotkb:Q06339
uniprotkb:Q06339,uniprotkb:Q12415
uniprotkb:Q12415,uniprotkb:P34111
uniprotkb:Q12415,uniprotkb:P33339
uniprotkb:Q12415,uniprotkb:P34111
uniprotkb:P33339,uniprotkb:Q12415
uniprotkb:P32367,uniprotkb:Q12415
uniprotkb:Q12415,uniprotkb:P34111
uniprotkb:P34111,uniprotkb:Q12415
uniprotkb:P32367,uniprotkb:Q12415
uniprotkb:Q12415,uniprotkb:Q06339
uniprotkb:P32367,uniprotkb:Q12415
uniprotkb:Q12415,uniprotkb:Q06339
uniprotkb:P33339,uniprotkb:Q12415
uniprotkb:Q12415,uniprotkb:P33339
uniprotkb:Q12415,uniprotkb:P32367
uniprotkb:Q12415,uniprotkb:P34111
uniprotkb:Q12415,uniprotkb:P32367
uniprotkb:Q12415,uniprotkb:P33339
uniprotkb:Q06339,uniprotkb:Q12415
uniprotkb:Q12415,uniprotkb:P34111
uniprotkb:P53982,uniprotkb:P14306
uniprotkb:P53982,uniprotkb:P14306
uniprotkb:P14306,uniprotkb:P53982
uniprotkb:P08468,uniprotkb:P14306
uniprotkb:P47183,uniprotkb:P53252
uniprotkb:P47183,uniprotkb:P53252
uniprotkb:Q06410,uniprotkb:P47183
uniprotkb:P40040,uniprotkb:Q05022
uniprotkb:P32337,uniprotkb:P40040
uniprotkb:P40040,uniprotkb:P25293
uniprotkb:P40040,uniprotkb:P15646
uniprotkb:P40040,uniprotkb:P40513
uniprotkb:Q08231,uniprotkb:P02994
uniprotkb:Q08231,uniprotkb:P02994
uniprotkb:O13539,uniprotkb:P17629
uniprotkb:O13539,uniprotkb:P17629
uniprotkb:P17629,uniprotkb:O13539
uniprotkb:P17629,uniprotkb:O13539
uniprotkb:O13539,uniprotkb:P17629
uniprotkb:P53552,uniprotkb:O13539
uniprotkb:O13539,uniprotkb:P53552
uniprotkb:P53552,uniprotkb:O13539
uniprotkb:P53552,uniprotkb:O13539
uniprotkb:P53552,uniprotkb:O13539
uniprotkb:O13539,uniprotkb:P33441
uniprotkb:O13539,uniprotkb:P33441
uniprotkb:P46944,uniprotkb:P04801
uniprotkb:P46944,uniprotkb:P04801
uniprotkb:P40460,uniprotkb:Q04477
uniprotkb:P40014,uniprotkb:P40460
uniprotkb:P40460,uniprotkb:P33895
uniprotkb:P33895,uniprotkb:P40460
uniprotkb:P40460,uniprotkb:P33895
uniprotkb:P40460,uniprotkb:P33895
uniprotkb:P10081,uniprotkb:P10081
uniprotkb:P10081,uniprotkb:P10081
uniprotkb:Q12481,uniprotkb:P10081
uniprotkb:Q12481,uniprotkb:P10081
uniprotkb:P10081,uniprotkb:P10081
uniprotkb:P10081,uniprotkb:P10081
uniprotkb:Q12481,uniprotkb:P10081
uniprotkb:Q12481,uniprotkb:P10081
uniprotkb:P10081,uniprotkb:Q12481
uniprotkb:P10081,uniprotkb:Q12481
uniprotkb:P10081,uniprotkb:P10081
uniprotkb:P10081,uniprotkb:P10081
uniprotkb:P10081,uniprotkb:P10081
uniprotkb:P10081,uniprotkb:P10081
uniprotkb:P10081,uniprotkb:P10081
uniprotkb:P10081,uniprotkb:P10081
uniprotkb:P10081,uniprotkb:P10081
uniprotkb:P10081,uniprotkb:Q12481
uniprotkb:P10081,uniprotkb:P10081
uniprotkb:P10081,uniprotkb:P10081
uniprotkb:P10081,uniprotkb:P10081
uniprotkb:P10081,uniprotkb:P10081
uniprotkb:Q04067,uniprotkb:P06103
uniprotkb:Q04067,uniprotkb:P38249
uniprotkb:Q04067,uniprotkb:P06103
uniprotkb:Q04067,uniprotkb:P38249
uniprotkb:P38249,uniprotkb:Q04067
uniprotkb:P38249,uniprotkb:Q04067
uniprotkb:Q04067,uniprotkb:P06103
uniprotkb:Q04067,uniprotkb:P38249
uniprotkb:P06103,uniprotkb:Q04067
uniprotkb:P06103,uniprotkb:Q04067
uniprotkb:Q04067,uniprotkb:P06103
uniprotkb:P06103,uniprotkb:Q04067
uniprotkb:Q04067,uniprotkb:P06103
uniprotkb:P38249,uniprotkb:Q04067
uniprotkb:P06103,uniprotkb:Q04067
uniprotkb:Q04067,uniprotkb:P06103
uniprotkb:Q04067,uniprotkb:P06103
uniprotkb:P06103,uniprotkb:Q04067
uniprotkb:Q04067,uniprotkb:P06103
uniprotkb:Q04067,uniprotkb:P40217
uniprotkb:Q04067,uniprotkb:P40217
uniprotkb:P40217,uniprotkb:Q04067
uniprotkb:P32497,uniprotkb:Q04067
uniprotkb:P32497,uniprotkb:Q04067
uniprotkb:P32497,uniprotkb:Q04067
uniprotkb:Q04067,uniprotkb:P32497
uniprotkb:Q04067,uniprotkb:P32497
uniprotkb:P32497,uniprotkb:Q04067
uniprotkb:P39935,uniprotkb:P10081
uniprotkb:P39935,uniprotkb:P07260
uniprotkb:P39935,uniprotkb:P07260
uniprotkb:P10081,uniprotkb:P39935
uniprotkb:P39936,uniprotkb:P10081
uniprotkb:P39936,uniprotkb:P15646
uniprotkb:P38431,uniprotkb:P38249
uniprotkb:P38431,uniprotkb:P38249
uniprotkb:P38249,uniprotkb:P38431
uniprotkb:P38249,uniprotkb:P38431
uniprotkb:P38249,uniprotkb:P38431
uniprotkb:P38431,uniprotkb:P38249
uniprotkb:P38431,uniprotkb:P38249
uniprotkb:P38431,uniprotkb:P38249
uniprotkb:P06103,uniprotkb:P38431
uniprotkb:P38431,uniprotkb:P38249
uniprotkb:P06103,uniprotkb:P38431
uniprotkb:P38431,uniprotkb:P32497
uniprotkb:P32497,uniprotkb:P38431
uniprotkb:P06103,uniprotkb:P38431
uniprotkb:P38431,uniprotkb:P06103
uniprotkb:P38431,uniprotkb:P06103
uniprotkb:P38431,uniprotkb:P32497
uniprotkb:P06103,uniprotkb:P38431
uniprotkb:P06103,uniprotkb:P38431
uniprotkb:P40217,uniprotkb:P38431
uniprotkb:P38431,uniprotkb:P32497
uniprotkb:P06103,uniprotkb:P38431
uniprotkb:P32497,uniprotkb:P38431
uniprotkb:P20459,uniprotkb:P38431
uniprotkb:P32481,uniprotkb:P38431
uniprotkb:P32497,uniprotkb:P38431
