Identify_A,Identify_B
uniprotkb:Q08723,uniprotkb:Q01939
uniprotkb:P32565,uniprotkb:Q01939
uniprotkb:Q01939,uniprotkb:Q04062
uniprotkb:P40327,uniprotkb:Q01939
uniprotkb:Q01939,uniprotkb:P32565
uniprotkb:P40016,uniprotkb:Q01939
uniprotkb:Q01939,uniprotkb:P53549
uniprotkb:P38764,uniprotkb:Q01939
uniprotkb:Q01939,uniprotkb:P33298
uniprotkb:Q01939,uniprotkb:P33297
uniprotkb:Q01939,uniprotkb:P32565
uniprotkb:Q01939,uniprotkb:P40016
uniprotkb:P40016,uniprotkb:Q01939
uniprotkb:P33298,uniprotkb:Q01939
uniprotkb:P32496,uniprotkb:Q01939
uniprotkb:P40016,uniprotkb:Q01939
uniprotkb:Q12250,uniprotkb:Q01939
uniprotkb:Q01939,uniprotkb:P33297
uniprotkb:P33298,uniprotkb:Q01939
uniprotkb:Q01939,uniprotkb:P38764
uniprotkb:Q01939,uniprotkb:P33298
uniprotkb:Q01939,uniprotkb:P33297
uniprotkb:P33298,uniprotkb:Q01939
uniprotkb:Q01939,uniprotkb:P32565
uniprotkb:P43588,uniprotkb:Q01939
uniprotkb:Q01939,uniprotkb:Q06103
uniprotkb:Q01939,uniprotkb:P33298
uniprotkb:Q01939,uniprotkb:Q12250
uniprotkb:Q01939,uniprotkb:P33298
uniprotkb:Q12377,uniprotkb:Q01939
uniprotkb:Q01939,uniprotkb:P53549
uniprotkb:P38764,uniprotkb:Q01939
uniprotkb:Q01939,uniprotkb:P33298
uniprotkb:Q01939,uniprotkb:P33299
uniprotkb:P32565,uniprotkb:Q01939
uniprotkb:Q01939,uniprotkb:P53549
uniprotkb:P38764,uniprotkb:Q01939
uniprotkb:Q01939,uniprotkb:P53549
uniprotkb:Q01939,uniprotkb:Q08723
uniprotkb:Q06103,uniprotkb:Q01939
uniprotkb:P40327,uniprotkb:Q01939
uniprotkb:Q01939,uniprotkb:P33299
uniprotkb:P53549,uniprotkb:Q01939
uniprotkb:Q01939,uniprotkb:Q12250
uniprotkb:Q01939,uniprotkb:P33297
uniprotkb:Q01939,uniprotkb:P38764
uniprotkb:Q01939,uniprotkb:P32496
uniprotkb:Q01939,uniprotkb:Q12377
uniprotkb:P33299,uniprotkb:Q01939
uniprotkb:Q01939,uniprotkb:P32496
uniprotkb:P33299,uniprotkb:Q01939
uniprotkb:P53549,uniprotkb:Q01939
uniprotkb:Q01939,uniprotkb:P33299
uniprotkb:Q01939,uniprotkb:P40327
uniprotkb:Q01939,uniprotkb:P38764
uniprotkb:Q01939,uniprotkb:P33299
uniprotkb:Q01939,uniprotkb:P38764
uniprotkb:P33299,uniprotkb:Q01939
uniprotkb:P38764,uniprotkb:Q01939
uniprotkb:P33298,uniprotkb:Q01939
uniprotkb:Q01939,uniprotkb:P33299
uniprotkb:Q01939,uniprotkb:P33299
uniprotkb:P33297,uniprotkb:Q01939
uniprotkb:Q01939,uniprotkb:P33298
uniprotkb:P53549,uniprotkb:Q01939
uniprotkb:Q01939,uniprotkb:Q06103
uniprotkb:P53549,uniprotkb:Q01939
uniprotkb:Q01939,uniprotkb:P33297
uniprotkb:P33297,uniprotkb:Q01939
uniprotkb:Q01939,uniprotkb:P43588
uniprotkb:P33298,uniprotkb:Q01939
uniprotkb:Q08723,uniprotkb:Q01939
uniprotkb:Q04062,uniprotkb:Q01939
uniprotkb:P38764,uniprotkb:Q01939
uniprotkb:Q01939,uniprotkb:Q08723
uniprotkb:P38886,uniprotkb:Q01939
uniprotkb:Q01939,uniprotkb:Q12377
uniprotkb:Q01939,uniprotkb:P32565
uniprotkb:Q06103,uniprotkb:Q01939
uniprotkb:Q01939,uniprotkb:P32496
uniprotkb:P40327,uniprotkb:Q01939
uniprotkb:Q01939,uniprotkb:P40327
uniprotkb:Q04062,uniprotkb:Q01939
uniprotkb:Q01939,uniprotkb:P40327
uniprotkb:Q12250,uniprotkb:Q12468
uniprotkb:Q12348,uniprotkb:Q12468
uniprotkb:P32786,uniprotkb:Q04712
uniprotkb:P32786,uniprotkb:Q04712
uniprotkb:P40992,uniprotkb:P32786
uniprotkb:Q08491,uniprotkb:Q08285
uniprotkb:Q08285,uniprotkb:P21375
uniprotkb:Q05636,uniprotkb:Q08285
uniprotkb:Q08285,uniprotkb:P38792
uniprotkb:P53256,uniprotkb:Q08285
uniprotkb:Q08285,uniprotkb:P38792
uniprotkb:Q08285,uniprotkb:P53256
uniprotkb:Q08162,uniprotkb:Q08285
uniprotkb:Q08285,uniprotkb:P38219
uniprotkb:P48240,uniprotkb:Q08285
uniprotkb:Q12277,uniprotkb:P53859
uniprotkb:Q12277,uniprotkb:P34756
uniprotkb:P53256,uniprotkb:Q12277
uniprotkb:Q12277,uniprotkb:Q12149
uniprotkb:Q12277,uniprotkb:Q12149
uniprotkb:Q12277,uniprotkb:P53256
uniprotkb:P25359,uniprotkb:Q12277
uniprotkb:P38792,uniprotkb:Q12277
uniprotkb:Q12277,uniprotkb:Q08491
uniprotkb:Q02821,uniprotkb:Q12277
uniprotkb:Q08162,uniprotkb:Q12277
uniprotkb:Q12277,uniprotkb:P48240
uniprotkb:P53256,uniprotkb:P25359
uniprotkb:P38792,uniprotkb:P25359
uniprotkb:Q12277,uniprotkb:P25359
uniprotkb:Q12277,uniprotkb:P25359
uniprotkb:P53256,uniprotkb:P25359
uniprotkb:Q05636,uniprotkb:P25359
uniprotkb:P25359,uniprotkb:Q05636
uniprotkb:P25359,uniprotkb:P38792
uniprotkb:P25359,uniprotkb:P38792
uniprotkb:P25359,uniprotkb:Q12149
uniprotkb:P25359,uniprotkb:Q12149
uniprotkb:Q08162,uniprotkb:P25359
uniprotkb:P25359,uniprotkb:Q08491
uniprotkb:Q12149,uniprotkb:P25359
uniprotkb:Q12149,uniprotkb:P25359
uniprotkb:P46948,uniprotkb:P25359
uniprotkb:P53131,uniprotkb:P25359
uniprotkb:P35207,uniprotkb:P25359
uniprotkb:P25359,uniprotkb:Q08491
uniprotkb:P25359,uniprotkb:Q08162
uniprotkb:P25359,uniprotkb:Q08162
uniprotkb:Q08162,uniprotkb:P25359
uniprotkb:P25359,uniprotkb:Q08162
uniprotkb:P53859,uniprotkb:P25359
uniprotkb:P25359,uniprotkb:Q08162
uniprotkb:P25359,uniprotkb:P53859
uniprotkb:P53632,uniprotkb:P25359
uniprotkb:P25359,uniprotkb:Q02821
uniprotkb:P47047,uniprotkb:P25359
uniprotkb:P47047,uniprotkb:P25359
uniprotkb:P53725,uniprotkb:Q05636
uniprotkb:P53859,uniprotkb:Q05636
uniprotkb:P53859,uniprotkb:Q05636
uniprotkb:P53859,uniprotkb:Q05636
uniprotkb:P53859,uniprotkb:Q05636
uniprotkb:P48240,uniprotkb:Q05636
uniprotkb:Q05636,uniprotkb:P48240
uniprotkb:P48240,uniprotkb:Q05636
uniprotkb:Q05636,uniprotkb:P34220
uniprotkb:P38801,uniprotkb:Q05636
uniprotkb:P34220,uniprotkb:Q05636
uniprotkb:Q05636,uniprotkb:Q08285
uniprotkb:Q05636,uniprotkb:P34220
uniprotkb:Q05636,uniprotkb:Q08162
uniprotkb:Q05636,uniprotkb:Q08162
uniprotkb:Q08162,uniprotkb:Q05636
uniprotkb:P38801,uniprotkb:Q05636
uniprotkb:Q08162,uniprotkb:Q05636
uniprotkb:Q08162,uniprotkb:Q05636
uniprotkb:P34220,uniprotkb:Q05636
uniprotkb:P34220,uniprotkb:Q05636
uniprotkb:Q05636,uniprotkb:P48240
uniprotkb:Q05636,uniprotkb:Q08162
uniprotkb:Q05636,uniprotkb:Q08162
uniprotkb:Q05636,uniprotkb:P38801
uniprotkb:Q08162,uniprotkb:Q05636
uniprotkb:Q05636,uniprotkb:Q08162
uniprotkb:Q08162,uniprotkb:Q05636
uniprotkb:Q05636,uniprotkb:Q08162
uniprotkb:Q05636,uniprotkb:Q08162
uniprotkb:Q08162,uniprotkb:Q05636
uniprotkb:Q08162,uniprotkb:Q05636
uniprotkb:Q05636,uniprotkb:Q08162
uniprotkb:Q08162,uniprotkb:Q05636
uniprotkb:Q08162,uniprotkb:Q05636
uniprotkb:Q08162,uniprotkb:Q05636
uniprotkb:Q08162,uniprotkb:Q05636
uniprotkb:Q05636,uniprotkb:Q08162
uniprotkb:Q05636,uniprotkb:Q08162
uniprotkb:Q08162,uniprotkb:Q05636
uniprotkb:Q08162,uniprotkb:Q05636
uniprotkb:Q12149,uniprotkb:Q05636
uniprotkb:Q05636,uniprotkb:Q12149
uniprotkb:Q05636,uniprotkb:P47160
uniprotkb:Q05636,uniprotkb:P35207
uniprotkb:Q05636,uniprotkb:Q12149
uniprotkb:Q05636,uniprotkb:Q12149
uniprotkb:Q05636,uniprotkb:Q12149
uniprotkb:Q05636,uniprotkb:P46948
uniprotkb:Q12149,uniprotkb:Q05636
uniprotkb:P46948,uniprotkb:Q05636
uniprotkb:Q12149,uniprotkb:Q05636
uniprotkb:Q05636,uniprotkb:Q12149
uniprotkb:Q05636,uniprotkb:Q12149
uniprotkb:Q12149,uniprotkb:Q05636
uniprotkb:Q05636,uniprotkb:P46948
uniprotkb:Q12149,uniprotkb:Q05636
uniprotkb:Q12149,uniprotkb:Q05636
uniprotkb:Q12149,uniprotkb:Q05636
uniprotkb:P35207,uniprotkb:Q05636
uniprotkb:Q12149,uniprotkb:Q05636
uniprotkb:Q05636,uniprotkb:Q12149
uniprotkb:P46948,uniprotkb:Q05636
uniprotkb:Q05636,uniprotkb:Q12149
uniprotkb:Q05636,uniprotkb:P46948
uniprotkb:Q05636,uniprotkb:P35207
uniprotkb:Q05636,uniprotkb:Q12149
uniprotkb:Q05636,uniprotkb:Q08491
uniprotkb:P17883,uniprotkb:Q05636
uniprotkb:Q05636,uniprotkb:P46948
uniprotkb:Q05636,uniprotkb:Q08491
uniprotkb:P35207,uniprotkb:Q05636
uniprotkb:Q12149,uniprotkb:Q05636
uniprotkb:P46948,uniprotkb:Q05636
uniprotkb:Q05636,uniprotkb:Q08491
uniprotkb:Q05636,uniprotkb:P46948
uniprotkb:Q12149,uniprotkb:Q05636
uniprotkb:P38792,uniprotkb:Q05636
uniprotkb:Q05636,uniprotkb:P53256
uniprotkb:Q08285,uniprotkb:Q05636
uniprotkb:Q05636,uniprotkb:Q08285
uniprotkb:Q05636,uniprotkb:Q08285
uniprotkb:Q05636,uniprotkb:Q08285
uniprotkb:Q08285,uniprotkb:Q05636
uniprotkb:Q12277,uniprotkb:Q05636
uniprotkb:Q05636,uniprotkb:P53256
uniprotkb:Q05636,uniprotkb:Q12277
uniprotkb:Q05636,uniprotkb:P22138
uniprotkb:P22138,uniprotkb:Q05636
uniprotkb:Q05636,uniprotkb:Q12277
uniprotkb:Q05636,uniprotkb:P38792
uniprotkb:Q05636,uniprotkb:P22138
uniprotkb:Q05636,uniprotkb:Q12277
uniprotkb:P53256,uniprotkb:Q05636
uniprotkb:Q05636,uniprotkb:P25359
uniprotkb:P38792,uniprotkb:Q05636
uniprotkb:P38792,uniprotkb:Q05636
uniprotkb:Q01080,uniprotkb:Q05636
uniprotkb:P53256,uniprotkb:Q05636
uniprotkb:P38792,uniprotkb:Q05636
uniprotkb:P38792,uniprotkb:Q05636
uniprotkb:Q05636,uniprotkb:P38792
uniprotkb:Q05636,uniprotkb:P32349
uniprotkb:Q05636,uniprotkb:P25359
uniprotkb:P38792,uniprotkb:Q05636
uniprotkb:Q05636,uniprotkb:P25359
uniprotkb:Q05636,uniprotkb:P38792
uniprotkb:Q05636,uniprotkb:P38792
uniprotkb:P38792,uniprotkb:Q05636
uniprotkb:Q05636,uniprotkb:P38792
uniprotkb:Q05636,uniprotkb:P38792
uniprotkb:Q05636,uniprotkb:P38792
uniprotkb:P53256,uniprotkb:Q05636
uniprotkb:P38792,uniprotkb:Q05636
uniprotkb:Q05636,uniprotkb:P38792
uniprotkb:Q05636,uniprotkb:Q12149
uniprotkb:Q05636,uniprotkb:Q12149
uniprotkb:Q05636,uniprotkb:Q12149
uniprotkb:Q05636,uniprotkb:Q12149
uniprotkb:Q05636,uniprotkb:Q12149
uniprotkb:Q05636,uniprotkb:Q12149
uniprotkb:Q05636,uniprotkb:P25359
uniprotkb:Q08285,uniprotkb:Q05636
uniprotkb:Q05636,uniprotkb:P38792
uniprotkb:Q05636,uniprotkb:P38792
uniprotkb:P50095,uniprotkb:Q05636
uniprotkb:P53256,uniprotkb:Q12149
uniprotkb:P53256,uniprotkb:Q12149
uniprotkb:Q12149,uniprotkb:P53256
uniprotkb:P53256,uniprotkb:Q08491
uniprotkb:P46948,uniprotkb:P53256
uniprotkb:P53256,uniprotkb:Q08491
uniprotkb:P53256,uniprotkb:P46948
uniprotkb:Q08491,uniprotkb:P53256
uniprotkb:P53256,uniprotkb:P53859
uniprotkb:P53256,uniprotkb:P53859
uniprotkb:P53256,uniprotkb:Q12149
uniprotkb:Q08285,uniprotkb:P53256
uniprotkb:P25359,uniprotkb:P53256
uniprotkb:P53256,uniprotkb:Q08285
uniprotkb:Q12277,uniprotkb:P53256
uniprotkb:P53256,uniprotkb:Q08285
uniprotkb:Q05636,uniprotkb:P53256
uniprotkb:P38792,uniprotkb:P53256
uniprotkb:P53256,uniprotkb:Q12277
uniprotkb:P25359,uniprotkb:P53256
uniprotkb:P53256,uniprotkb:P38792
uniprotkb:P38792,uniprotkb:P53256
uniprotkb:P38792,uniprotkb:P53256
uniprotkb:P38792,uniprotkb:P53256
uniprotkb:Q05636,uniprotkb:P53256
uniprotkb:P53256,uniprotkb:Q12149
uniprotkb:P53256,uniprotkb:Q12149
uniprotkb:P53256,uniprotkb:P38792
uniprotkb:Q12149,uniprotkb:P53256
uniprotkb:P53256,uniprotkb:Q12149
uniprotkb:P53256,uniprotkb:Q08162
uniprotkb:Q08162,uniprotkb:P53256
uniprotkb:P53256,uniprotkb:Q08162
uniprotkb:P53256,uniprotkb:Q08162
uniprotkb:Q08162,uniprotkb:P53256
uniprotkb:P53256,uniprotkb:Q08162
uniprotkb:P53256,uniprotkb:Q08162
uniprotkb:Q05022,uniprotkb:P36160
uniprotkb:P23293,uniprotkb:Q05022
uniprotkb:Q05022,uniprotkb:Q12159
uniprotkb:Q05022,uniprotkb:Q12159
uniprotkb:Q05022,uniprotkb:P36160
uniprotkb:Q05022,uniprotkb:P39744
uniprotkb:Q05022,uniprotkb:P15646
uniprotkb:P53883,uniprotkb:Q05022
uniprotkb:P53883,uniprotkb:Q05022
uniprotkb:P39744,uniprotkb:Q05022
uniprotkb:P39744,uniprotkb:Q05022
uniprotkb:Q05022,uniprotkb:P39744
uniprotkb:Q05022,uniprotkb:P23293
uniprotkb:Q12176,uniprotkb:Q05022
uniprotkb:Q12159,uniprotkb:Q05022
uniprotkb:Q12159,uniprotkb:Q05022
uniprotkb:Q05022,uniprotkb:Q12176
uniprotkb:Q05022,uniprotkb:Q12176
uniprotkb:Q05022,uniprotkb:Q12176
uniprotkb:Q05022,uniprotkb:Q12176
uniprotkb:Q05022,uniprotkb:Q12176
uniprotkb:Q05022,uniprotkb:Q12176
uniprotkb:Q12176,uniprotkb:Q05022
uniprotkb:Q12159,uniprotkb:Q05022
uniprotkb:Q05022,uniprotkb:Q12176
uniprotkb:Q05022,uniprotkb:P24088
uniprotkb:P48570,uniprotkb:Q05022
uniprotkb:Q05022,uniprotkb:Q12159
uniprotkb:Q05022,uniprotkb:P48570
uniprotkb:Q12176,uniprotkb:Q05022
uniprotkb:P39744,uniprotkb:Q05022
uniprotkb:Q05022,uniprotkb:Q12176
uniprotkb:Q05022,uniprotkb:P39744
uniprotkb:Q05022,uniprotkb:P15646
uniprotkb:P39744,uniprotkb:Q05022
uniprotkb:Q05022,uniprotkb:P15646
uniprotkb:P48570,uniprotkb:Q05022
uniprotkb:Q05022,uniprotkb:P53883
uniprotkb:Q05022,uniprotkb:P53883
uniprotkb:Q05022,uniprotkb:Q12176
uniprotkb:Q05022,uniprotkb:P48570
uniprotkb:Q12176,uniprotkb:Q05022
uniprotkb:P39744,uniprotkb:Q05022
uniprotkb:P53883,uniprotkb:Q05022
uniprotkb:Q05022,uniprotkb:P39744
uniprotkb:Q12176,uniprotkb:Q05022
uniprotkb:P53883,uniprotkb:Q05022
uniprotkb:Q05022,uniprotkb:P15646
uniprotkb:Q05022,uniprotkb:P53883
uniprotkb:P32657,uniprotkb:Q05022
uniprotkb:Q05022,uniprotkb:P32657
uniprotkb:Q05022,uniprotkb:P23293
uniprotkb:P53883,uniprotkb:Q05022
uniprotkb:P36160,uniprotkb:Q05022
uniprotkb:P53254,uniprotkb:Q05022
uniprotkb:P53254,uniprotkb:Q05022
uniprotkb:Q05022,uniprotkb:P53254
uniprotkb:Q05022,uniprotkb:P53254
uniprotkb:P38779,uniprotkb:Q05022
uniprotkb:P53254,uniprotkb:Q05022
uniprotkb:P48570,uniprotkb:Q05022
uniprotkb:Q05022,uniprotkb:P53883
uniprotkb:Q05022,uniprotkb:P39744
uniprotkb:Q12176,uniprotkb:Q05022
uniprotkb:Q12176,uniprotkb:Q05022
uniprotkb:Q05022,uniprotkb:P39744
uniprotkb:Q05022,uniprotkb:P15646
uniprotkb:P53883,uniprotkb:Q05022
uniprotkb:Q05022,uniprotkb:P39744
uniprotkb:P53254,uniprotkb:Q05022
uniprotkb:P39744,uniprotkb:Q05022
uniprotkb:Q05022,uniprotkb:P15646
uniprotkb:P25343,uniprotkb:Q05022
uniprotkb:P53254,uniprotkb:Q05022
uniprotkb:P32608,uniprotkb:Q05022
uniprotkb:Q05022,uniprotkb:P32608
uniprotkb:P53254,uniprotkb:Q05022
uniprotkb:P53254,uniprotkb:Q05022
uniprotkb:Q05022,uniprotkb:P53254
uniprotkb:Q05022,uniprotkb:P53254
uniprotkb:Q05022,uniprotkb:P28495
uniprotkb:P53883,uniprotkb:Q05022
uniprotkb:Q06188,uniprotkb:Q05022
uniprotkb:Q05022,uniprotkb:Q06188
uniprotkb:Q06188,uniprotkb:Q05022
uniprotkb:Q05022,uniprotkb:Q03532
uniprotkb:Q08235,uniprotkb:Q05022
uniprotkb:Q08235,uniprotkb:Q05022
uniprotkb:Q05022,uniprotkb:Q08235
uniprotkb:Q05022,uniprotkb:Q03532
uniprotkb:Q05022,uniprotkb:Q03532
uniprotkb:Q05022,uniprotkb:P53883
uniprotkb:Q08235,uniprotkb:Q05022
uniprotkb:Q08235,uniprotkb:Q05022
uniprotkb:Q05022,uniprotkb:Q03532
uniprotkb:Q08235,uniprotkb:Q05022
uniprotkb:Q03532,uniprotkb:Q05022
uniprotkb:Q05022,uniprotkb:Q03532
uniprotkb:Q05022,uniprotkb:P36120
uniprotkb:Q06218,uniprotkb:Q05022
uniprotkb:P36120,uniprotkb:Q05022
uniprotkb:Q05022,uniprotkb:P40991
uniprotkb:P53883,uniprotkb:Q05022
uniprotkb:P39744,uniprotkb:Q05022
uniprotkb:Q05022,uniprotkb:P39744
uniprotkb:P39744,uniprotkb:Q05022
uniprotkb:Q05022,uniprotkb:P39744
uniprotkb:Q05022,uniprotkb:P39744
uniprotkb:P53883,uniprotkb:Q05022
uniprotkb:Q05022,uniprotkb:P15646
uniprotkb:P39744,uniprotkb:Q05022
uniprotkb:Q12149,uniprotkb:Q08162
uniprotkb:P53859,uniprotkb:Q12149
uniprotkb:Q12149,uniprotkb:Q02821
uniprotkb:Q12149,uniprotkb:Q06142
uniprotkb:Q12149,uniprotkb:Q05636
uniprotkb:Q12149,uniprotkb:P53256
uniprotkb:Q12277,uniprotkb:Q12149
uniprotkb:P38792,uniprotkb:Q12149
uniprotkb:Q12149,uniprotkb:P25359
uniprotkb:P25368,uniprotkb:P53254
uniprotkb:P25368,uniprotkb:P53254
uniprotkb:P25368,uniprotkb:P53254
uniprotkb:P25368,uniprotkb:P53254
uniprotkb:P53254,uniprotkb:P25368
uniprotkb:P25368,uniprotkb:P53254
uniprotkb:P25368,uniprotkb:P15790
uniprotkb:Q08287,uniprotkb:Q05942
uniprotkb:Q05942,uniprotkb:P15646
uniprotkb:Q07979,uniprotkb:P53236
uniprotkb:P53236,uniprotkb:P43609
uniprotkb:Q02206,uniprotkb:P53236
uniprotkb:P43609,uniprotkb:P53236
uniprotkb:P43609,uniprotkb:P53236
uniprotkb:P43609,uniprotkb:P53236
uniprotkb:P53236,uniprotkb:Q07979
uniprotkb:Q02206,uniprotkb:P53236
uniprotkb:P53236,uniprotkb:P32597
uniprotkb:P32597,uniprotkb:P53236
uniprotkb:P32597,uniprotkb:P53236
uniprotkb:P32597,uniprotkb:P53236
uniprotkb:P53236,uniprotkb:Q06168
uniprotkb:Q12406,uniprotkb:P53236
uniprotkb:P32832,uniprotkb:P53236
uniprotkb:Q05123,uniprotkb:P53236
uniprotkb:Q05123,uniprotkb:P53236
uniprotkb:P53236,uniprotkb:Q12406
uniprotkb:P53236,uniprotkb:Q12406
uniprotkb:P21965,uniprotkb:P53236
uniprotkb:Q07979,uniprotkb:P53236
uniprotkb:Q07979,uniprotkb:P53236
uniprotkb:P43609,uniprotkb:P53236
uniprotkb:P53236,uniprotkb:Q02206
uniprotkb:Q06488,uniprotkb:P32597
uniprotkb:Q06488,uniprotkb:P32597
uniprotkb:Q06488,uniprotkb:P32597
uniprotkb:Q06488,uniprotkb:Q06168
uniprotkb:P32597,uniprotkb:Q06488
uniprotkb:Q06168,uniprotkb:Q06488
uniprotkb:Q06488,uniprotkb:P32597
uniprotkb:P32597,uniprotkb:Q06488
uniprotkb:Q06488,uniprotkb:P43609
uniprotkb:Q06488,uniprotkb:P43609
uniprotkb:P43609,uniprotkb:Q06488
uniprotkb:Q06488,uniprotkb:P43609
uniprotkb:Q06488,uniprotkb:Q07979
uniprotkb:Q06488,uniprotkb:Q06639
uniprotkb:Q06488,uniprotkb:Q06639
uniprotkb:Q03124,uniprotkb:Q06488
uniprotkb:Q07979,uniprotkb:Q06488
uniprotkb:P43609,uniprotkb:Q06488
uniprotkb:P25632,uniprotkb:Q06488
uniprotkb:Q06488,uniprotkb:Q12406
uniprotkb:Q06488,uniprotkb:P43609
uniprotkb:Q06488,uniprotkb:Q02206
uniprotkb:P43609,uniprotkb:Q06488
uniprotkb:Q02206,uniprotkb:Q06488
uniprotkb:Q05123,uniprotkb:Q06488
uniprotkb:P43609,uniprotkb:Q06488
uniprotkb:Q12406,uniprotkb:Q06488
uniprotkb:Q06488,uniprotkb:Q07979
uniprotkb:P25632,uniprotkb:Q06488
uniprotkb:Q12406,uniprotkb:Q06488
uniprotkb:Q06488,uniprotkb:Q05123
uniprotkb:Q06488,uniprotkb:Q02206
uniprotkb:P43609,uniprotkb:Q06488
uniprotkb:Q06488,uniprotkb:Q07979
uniprotkb:Q05123,uniprotkb:Q06488
uniprotkb:Q06488,uniprotkb:P32832
uniprotkb:P32832,uniprotkb:Q06488
uniprotkb:Q06488,uniprotkb:P32832
uniprotkb:Q06639,uniprotkb:P32832
uniprotkb:Q06639,uniprotkb:Q07979
uniprotkb:Q06639,uniprotkb:P43609
uniprotkb:P43609,uniprotkb:Q06639
uniprotkb:Q02206,uniprotkb:Q06639
uniprotkb:Q06639,uniprotkb:Q02206
uniprotkb:P25632,uniprotkb:Q06639
uniprotkb:P32832,uniprotkb:Q06639
uniprotkb:Q06488,uniprotkb:Q06639
uniprotkb:Q06639,uniprotkb:P32597
uniprotkb:Q06168,uniprotkb:Q06639
uniprotkb:Q06639,uniprotkb:Q12406
uniprotkb:Q06488,uniprotkb:Q02206
uniprotkb:Q02206,uniprotkb:Q06488
uniprotkb:Q06488,uniprotkb:Q02206
uniprotkb:Q06488,uniprotkb:Q02206
uniprotkb:P53236,uniprotkb:Q02206
uniprotkb:Q06639,uniprotkb:Q02206
uniprotkb:Q02206,uniprotkb:P43609
uniprotkb:Q02206,uniprotkb:P25632
uniprotkb:Q02206,uniprotkb:P43609
uniprotkb:Q03124,uniprotkb:Q02206
uniprotkb:Q03124,uniprotkb:Q02206
uniprotkb:Q02206,uniprotkb:P43609
uniprotkb:Q03124,uniprotkb:Q02206
uniprotkb:P25632,uniprotkb:Q02206
uniprotkb:Q02206,uniprotkb:Q05123
uniprotkb:Q07979,uniprotkb:Q02206
uniprotkb:Q02206,uniprotkb:P43609
uniprotkb:P43609,uniprotkb:Q02206
uniprotkb:Q03124,uniprotkb:Q02206
uniprotkb:P43609,uniprotkb:Q02206
uniprotkb:Q02206,uniprotkb:P25632
uniprotkb:P43609,uniprotkb:Q02206
uniprotkb:Q02206,uniprotkb:P43609
uniprotkb:Q02206,uniprotkb:Q12406
uniprotkb:P43609,uniprotkb:Q02206
uniprotkb:Q07979,uniprotkb:Q02206
uniprotkb:P43609,uniprotkb:Q02206
uniprotkb:Q02206,uniprotkb:Q05123
uniprotkb:Q07979,uniprotkb:Q02206
uniprotkb:P43609,uniprotkb:Q02206
uniprotkb:Q02206,uniprotkb:P43609
uniprotkb:Q02206,uniprotkb:Q07979
uniprotkb:Q05123,uniprotkb:Q02206
uniprotkb:Q05123,uniprotkb:Q02206
uniprotkb:Q02206,uniprotkb:Q12406
uniprotkb:Q02206,uniprotkb:Q12406
uniprotkb:Q02206,uniprotkb:P32832
uniprotkb:Q02206,uniprotkb:P32832
uniprotkb:Q02206,uniprotkb:P32832
uniprotkb:P32597,uniprotkb:Q02206
uniprotkb:P32832,uniprotkb:Q02206
uniprotkb:P32597,uniprotkb:Q02206
uniprotkb:P32597,uniprotkb:Q02206
uniprotkb:P32597,uniprotkb:Q02206
uniprotkb:Q02206,uniprotkb:P32597
uniprotkb:Q02206,uniprotkb:P32832
uniprotkb:Q02206,uniprotkb:P32597
uniprotkb:Q02206,uniprotkb:P32597
uniprotkb:Q02206,uniprotkb:P32597
uniprotkb:Q02206,uniprotkb:P32597
uniprotkb:Q02206,uniprotkb:P32597
uniprotkb:P34160,uniprotkb:Q02206
uniprotkb:P32597,uniprotkb:Q02206
uniprotkb:Q02206,uniprotkb:P32597
uniprotkb:P32597,uniprotkb:Q02206
uniprotkb:Q06168,uniprotkb:Q02206
uniprotkb:Q02206,uniprotkb:Q06168
uniprotkb:Q06168,uniprotkb:Q02206
uniprotkb:Q06488,uniprotkb:Q07979
uniprotkb:Q06168,uniprotkb:Q07979
uniprotkb:Q07979,uniprotkb:Q02206
uniprotkb:Q07979,uniprotkb:Q02206
uniprotkb:P32597,uniprotkb:Q07979
uniprotkb:Q07979,uniprotkb:Q06488
uniprotkb:P43609,uniprotkb:Q07979
uniprotkb:Q07979,uniprotkb:P32832
uniprotkb:Q07979,uniprotkb:P32597
uniprotkb:Q03124,uniprotkb:Q07979
uniprotkb:Q06488,uniprotkb:Q07979
uniprotkb:P32597,uniprotkb:Q07979
uniprotkb:Q07979,uniprotkb:P53236
uniprotkb:Q06639,uniprotkb:Q07979
uniprotkb:Q07979,uniprotkb:P53236
uniprotkb:P53236,uniprotkb:Q07979
uniprotkb:Q07979,uniprotkb:P53236
uniprotkb:Q07979,uniprotkb:Q06488
uniprotkb:Q12406,uniprotkb:Q07979
uniprotkb:Q06639,uniprotkb:P25632
uniprotkb:Q02206,uniprotkb:P25632
uniprotkb:P25632,uniprotkb:Q06488
uniprotkb:P43609,uniprotkb:P25632
uniprotkb:Q03124,uniprotkb:P25632
uniprotkb:Q07979,uniprotkb:P25632
uniprotkb:P25632,uniprotkb:P43609
uniprotkb:P25632,uniprotkb:Q07979
uniprotkb:P43609,uniprotkb:P25632
uniprotkb:P25632,uniprotkb:Q07979
uniprotkb:P25632,uniprotkb:Q02206
uniprotkb:P32597,uniprotkb:P25632
uniprotkb:P25632,uniprotkb:P32597
uniprotkb:P32832,uniprotkb:P25632
uniprotkb:P32832,uniprotkb:P25632
uniprotkb:P32832,uniprotkb:P25632
uniprotkb:P25632,uniprotkb:Q06168
uniprotkb:P25632,uniprotkb:Q06168
