Identify_A,Identify_B
Q08491,Q08162
P06786,Q08162
Q08162,Q02821
P53859,Q08162
P32829,P25453
P38859,P32264
P22336,P38859
P38859,P22336
P36037,P25694
P36037,P25694
P25694,P36037
P36037,P25694
P25694,P36037
P25694,P36037
P25694,P36037
P25694,P36037
P25694,P36037
P36037,P25694
P25694,P36037
P36037,P25694
P36037,P25694
P36037,P25694
P25694,P36037
P25694,P36037
P36037,P25694
P25694,P36037
P25694,P36037
Q12440,P53068
P40577,P53068
P53886,P53068
P53068,P09798
P53068,Q04601
P16522,P53068
P53886,P53068
P53068,P09798
P09798,P53068
P53068,Q12440
P48563,Q03921
Q12159,Q04089
Q12159,Q04089
Q12159,Q04089
Q04089,Q12159
Q12159,Q04089
Q04089,Q06440
Q04089,P50942
Q04089,P50942
Q06704,Q04089
Q06704,Q04089
Q06704,Q04089
Q06704,Q04089
Q04089,Q06704
Q04089,P40485
P27344,P24482
P27344,P24482
P27344,Q08235
P39743,P27344
P27344,P21951
P21951,P27344
P27344,P21951
P27344,P21951
P21951,P27344
P32829,P27344
P21951,Q04603
P27344,Q04603
P21951,Q04603
P21951,Q04603
Q04603,P21951
P24482,Q04603
P21951,Q04603
P32461,P32324
P32324,P32461
P32461,P32324
P32324,P32461
P32461,P32324
P32461,P32324
P32324,P32461
P32461,P32324
P32324,P32461
P32324,P32461
P32324,P32461
P40487,P32461
P32461,P32324
P32461,P40487
P32461,P40487
P32461,P40487
P40487,P32461
P40487,P32461
P32461,P40487
P32324,P32461
P32461,P32324
P32461,P32324
P32324,P32461
Q12181,P36152
P36152,Q12181
Q12181,P36152
P40568,Q12143
P40568,P47149
P07273,P04050
Q03954,P53168
P53168,P36131
P53168,P32337
P53168,P25293
P53168,P35734
P39995,Q12432
Q12432,P39995
P80428,Q12432
Q08649,Q12432
Q12432,Q03010
Q12432,Q06337
Q12432,Q03010
P22579,Q12432
Q12432,P32561
P32561,Q12432
P22579,Q12432
Q04779,Q12432
P22579,Q12432
Q12432,Q06337
P32561,Q12432
Q12432,P22579
Q12432,P22579
Q04779,Q12432
Q06337,Q12432
Q04779,Q12432
Q12432,Q04779
Q12432,Q06337
Q04779,Q12432
Q12432,P80428
Q12432,Q04779
Q12432,Q04779
P39995,P53201
P39995,P80428
P39995,Q12432
Q12432,P39995
P53201,P39995
P39995,Q12432
P39995,P53930
Q06337,P39995
P39995,Q06337
Q06337,P39995
Q06337,P39995
P39995,Q06337
Q06337,P39995
P39995,P53911
Q08649,P39995
P43572,P39995
P39995,P43572
P43572,P39995
P53201,P47128
Q08649,P47128
P47128,P53201
Q06337,P47128
P47128,P53201
P47128,Q06337
Q06337,P47128
P47128,Q06337
Q06337,P47128
P47128,Q06337
P47128,P53201
P47128,Q06337
P43572,P47128
P47128,Q06337
Q06337,P47128
P47128,P39995
Q12432,P47128
Q06337,P47128
P43572,P47128
Q12432,P47128
Q12432,P47128
P47128,Q06337
Q12432,P47128
Q06337,P47128
P47128,P39995
P47128,Q12432
P47128,Q12432
P39995,P47128
P47128,Q06337
P47128,Q06337
P47128,Q08649
Q12311,P47128
Q12311,P47128
Q06188,P47128
P34218,P47128
P47128,Q06337
Q08649,P47128
P43572,P47128
P47128,Q06337
P47128,Q06337
P47128,P43572
P80428,P47128
P47128,Q06337
P53201,P47128
P47128,P43572
P47128,Q06337
Q06337,P47128
P47128,Q06337
P80428,P47128
Q08649,P47128
P47128,Q06337
Q06337,P47128
P47128,Q12311
P53930,P47128
P53930,P47128
Q12159,Q04217
Q12159,Q04217
Q04217,Q12159
Q04217,Q12159
Q04217,Q12159
P25627,Q04217
Q12159,Q04217
Q12159,Q04217
P25627,Q04217
Q04217,P25627
Q04217,P39744
Q04217,P39744
P39744,Q04217
Q04217,P36160
P36160,Q04217
Q12230,P38241
P02994,P38241
P38241,P12753
P38241,P36008
P38241,Q04067
P02994,P38241
P40217,P38241
P36008,P38241
P32497,P38241
P38241,P25293
P02829,P38241
P15108,P38241
P02829,P38241
P31539,P38241
P38122,P02994
P39998,P40023
P40023,Q12159
P40023,Q12159
P39015,P40023
P38112,P40023
Q99207,P40023
P40023,P39015
P32324,P32324
P32324,P32324
P32324,P32324
P32324,P32324
P32324,P32324
P32324,P32324
P32324,P40150
P32324,P32324
P32324,P32324
P32324,P32324
P32324,P32324
P32324,P32324
P32324,P32324
P32324,P38746
P32324,P32324
P32324,P32324
P32324,P32324
P32324,P32324
P32324,P32324
P32324,P32324
P32324,P32324
P32324,P32324
P32324,P32324
P32324,P32324
P32324,P32324
P32324,P32324
P32324,P32324
P32324,P32324
P32324,P32324
P32324,P32324
P32324,P32324
P32324,P32324
P32324,P32324
P32324,P32324
P32324,P32324
P32324,P32324
P32324,P32324
P32324,P32324
P32324,P32324
P32324,P32324
P32324,P32324
P32324,P32324
P32324,Q02821
P32324,P32324
P32324,P32324
P32324,P32324
P32324,P32324
P06777,P32324
P06777,P32324
P32324,P32324
P32324,P32324
P32324,P32324
P32324,P32324
P32324,P32324
P32324,P32324
P32324,P32324
P40487,P32324
P32324,P40487
P32324,P32324
P32324,P32324
P32461,P32324
P32461,P32324
P32324,P32324
Q02642,P38879
P38879,Q02642
Q02642,P38879
Q02642,P38879
Q03921,Q02642
Q02642,Q03921
Q02642,Q03921
Q03921,Q02642
Q02642,Q03921
P38879,P53852
P06786,P38879
P47086,P38879
P38879,P47086
P38879,P10080
P38879,P39008
P39008,P38879
P38879,P10080
P38879,P10080
P38879,P36160
P15790,P36053
P40348,Q12050
Q12050,P38629
P38629,Q12050
Q12050,P38251
Q02884,P42935
P42935,Q02884
P38874,P42935
P42935,Q06706
P38874,P42935
Q02884,P42935
P42935,Q02908
P42935,Q06706
Q02884,P42935
P42935,Q06706
Q06706,P42935
P42935,Q02908
P42935,Q02908
P42935,P40493
P32802,Q06651
P39013,P32521
P32521,P39013
P32521,P39013
P32521,P39013
P39013,P32521
P39013,P32521
P32521,P39013
P34078,P38333
P34078,P38333
P38333,P34078
P38333,P34078
P38999,P38333
P38333,P34078
P38333,P34078
P38333,P34078
Q06337,P43572
P43609,P43572
P43572,Q06337
P43572,Q06337
Q06337,P43572
P43572,Q06337
Q06337,P43572
Q06337,P43572
Q06337,P43572
P43572,Q06337
P43572,Q06337
Q08649,P43572
Q08649,P43572
P39995,P43572
P43572,P80428
P43572,P39995
P43572,P39995
P43572,P80428
P53201,P43572
P80428,P43572
P43572,P53201
P53201,P43572
P43572,P53930
P53930,P43572
Q04660,P53261
Q12024,Q04660
Q04660,Q12024
P53261,Q04660
Q12024,Q04660
Q04660,Q12024
Q04660,P53261
P53261,Q04660
Q04660,P53261
Q12024,Q04660
Q03497,Q04660
Q03497,Q04660
P32892,Q04660
P32892,Q04660
P32892,Q04660
Q04660,P32892
Q04660,P32892
P32892,Q04660
Q04660,P32892
Q04660,P32892
P32558,Q04660
P53261,Q04660
Q04660,P15646
Q04660,P25037
P53261,Q04660
Q04660,P25037
P53261,Q04660
P16120,P54839
P54839,P16120
Q08649,Q12432
P47128,Q08649
Q08649,Q12432
Q08649,P38806
Q08649,P53930
P53930,Q08649
P39995,Q08649
Q08649,Q12432
Q08649,P80428
Q08649,P39995
Q08649,P80428
Q08649,P80428
Q08649,P80428
P80428,Q08649
Q08649,P43572
Q08649,P43572
P43572,Q08649
Q08649,P43572
Q08649,P43572
Q08649,P43572
P43572,Q08649
Q08119,P38144
Q08119,P38144
P08518,P22696
P04050,P22696
P53971,P40449
P53971,P19524
P15646,P53971
P53971,P19524
P53971,P19524
Q06224,P45976
P45976,P42841
P35728,P45976
Q12102,P45976
P45976,Q06632
Q06632,P45976
P45976,P36104
Q01329,P45976
P39927,P45976
P29468,P45976
P45976,P32598
P45976,P42073
P24583,Q12676
Q06697,Q12676
P15624,P15625
P15625,P15624
P40150,P39729
P39729,Q12000
P28003,P40069
P31380,P15790
P40208,P40492
P40208,P40492
P38263,P40492
P53076,P40492
P53076,P40492
P40547,P40492
P38339,P46949
P46949,P38339
P46949,P38339
P46949,P38339
P46949,P38339
P46949,P38339
P19659,P19263
P19659,P32259
P19659,P19263
P19659,P19263
P32259,P19659
P32259,P19659
P19659,P19263
P19659,P32259
P19659,P19263
Q02821,P19659
P19659,P25046
P53114,P19659
Q06142,P19659
P38782,P19659
P38782,P19659
Q12321,P19659
P34162,P19659
P19659,Q12343
Q12343,P19659
Q12321,P19659
P38304,P19659
P19659,Q12321
Q08278,P19659
P32569,P19659
P32585,P19659
P19659,Q06213
P19659,P53114
P28007,P33322
P33322,P28007
P33322,P28007
P28007,P33322
P33322,P28007
P33322,P28007
P28007,P15646
P28007,P32495
P28007,P32495
P28007,P15646
P28007,P53336
P28007,P53336
P28007,Q04867
Q04867,P28007
Q12159,P25555
P53552,P25555
P53552,P25555
P53552,P25555
P33441,P25555
O13539,P25555
P17629,P25555
P17629,P25555
P46959,P41814
P41814,P46959
P41814,P46959
P46959,P41814
P38431,P32481
P12754,P32481
P32502,P32481
P12754,P32481
P09032,P32481
P32501,P32481
P32481,P32501
P12754,P32481
P32481,P32502
P32502,P32481
P32481,P09032
P12754,P32481
P32481,P12754
P32481,P09032
P32481,P32501
P09032,P32481
P32501,P32481
P12754,P32481
P20459,P32481
P20459,P32481
P32481,P32501
P32481,P20459
P20459,P32481
P20459,P32481
P32481,P09032
P32502,P32481
P32481,P09032
P50102,P06844
P50102,P53165
P50102,P53165
P38129,P50102
P50102,P53165
P38129,P50102
P50102,P53040
P50102,Q03761
P50102,Q02336
Q02336,P50102
Q02336,P50102
P50102,P53040
Q99247,P39967
P39967,Q99247
Q99247,P39967
P39967,Q99247
P25694,P54860
Q99247,P39967
P54860,P25694
P54860,P25694
P32861,Q12136
Q99207,P32861
P15646,P32861
P32861,Q99207
P15646,P32861
Q99207,P32861
P32861,P47083
P47083,P32861
P32861,Q99207
P53066,P32861
P00358,Q12059
P53066,P32861
P32337,Q02724
Q02821,Q02724
Q06142,Q02724
Q03010,Q04779
Q03010,Q04779
Q03010,Q04779
Q04779,Q03010
Q04779,Q03010
Q04779,Q03010
Q03010,P31385
Q03010,P31385
Q03010,Q12432
Q03010,Q12432
P32561,Q03010
Q03010,P22579
Q03010,P32561
Q03010,P38255
Q03010,P38255
Q03010,Q08923
Q03010,P22579
Q03010,P22579
P22579,Q03010
P21243,P38293
Q03010,P22579
P38293,Q05778
P23638,P38293
P23639,P38293
P38293,P21242
P38293,P40302
P40302,P38293
P32379,P38293
P40303,P38293
P25451,P38293
P38293,P40303
P36040,P38293
P13298,P30402
P13298,P40433
P13298,P40433
P13298,P40433
P13298,P40433
P54857,P13298
P42945,Q02931
P39015,P42945
P42945,P39015
P39015,P42945
Q04305,P42945
P42945,P53276
Q06679,P42945
Q06679,P42945
P53276,P42945
P42945,P38882
P53276,P42945
Q04177,P42945
Q06679,P42945
Q06679,P42945
Q06679,P42945
P53276,P42945
Q06679,P42945
P42945,Q04177
P42945,P53276
P42945,Q06679
P42945,P38882
P42945,P53276
Q06679,P42945
P42945,P38882
P42945,Q06679
P42945,P53276
P38882,P42945
P42945,Q06679
P42945,P38882
Q06679,P42945
P38882,P42945
P38882,P42945
Q06679,P42945
P42945,P53276
P53276,P42945
P42945,P53276
P42945,Q06679
Q06679,P42945
P38882,P42945
P38882,P42945
P53276,P42945
P42945,P53276
Q02931,P42945
P42945,P39985
P39985,P42945
P39985,P42945
P42945,Q02931
P42945,P39985
Q02931,P42945
Q02931,P42945
Q02931,P42945
P42945,Q02931
P42945,Q02931
P42945,Q02931
P42945,Q02931
P42945,Q12159
Q12159,P42945
P42945,Q12159
Q12159,P42945
P42945,Q02931
Q02931,P42945
P42945,Q04305
Q04305,P42945
Q04305,P42945
Q02931,P42945
P42945,Q04305
Q02931,P42945
P42945,Q02931
Q02931,P42945
Q02931,P42945
P42945,Q04305
Q04305,P42945
P42945,Q04305
Q04305,P42945
Q04305,P42945
P42945,Q04305
P39015,P42945
P42945,P39985
P42945,Q02931
Q02931,P42945
Q05946,Q02354
Q05946,Q02354
Q05946,P25635
P25635,Q05946
Q02354,Q05946
P25635,Q05946
P25635,Q05946
Q02354,Q05946
Q05946,P25635
Q05946,Q02354
Q05946,Q02354
P25635,Q05946
P25635,Q05946
Q05946,P25635
P25635,Q05946
Q02354,Q05946
Q05946,P25635
Q02354,Q05946
Q05946,P25635
Q02354,Q05946
P25635,Q05946
Q05946,P25635
Q05946,P25635
P25635,Q05946
Q05946,P25635
P25635,Q05946
Q05946,P25635
P25635,Q05946
P25635,Q05946
Q05946,P25635
Q05946,P25635
P25635,Q05946
Q05946,P25635
Q05946,Q12220
Q05946,Q12220
Q12220,Q05946
Q05946,Q12220
Q05946,Q12220
Q05946,Q12220
Q12220,Q05946
Q12220,Q05946
Q05946,Q12220
Q12220,Q05946
Q05946,Q12220
Q12220,Q05946
Q12220,Q05946
Q05946,Q06078
Q05946,Q06078
Q06078,Q05946
Q05946,Q06078
Q06078,Q05946
Q06078,Q05946
Q05946,Q06078
Q05946,Q06078
Q05946,Q06078
Q05946,Q06078
P40362,Q05946
Q05946,Q06078
Q05946,Q06078
Q05946,Q06078
P40362,Q05946
P40362,Q05946
P40362,Q05946
P40362,Q05946
Q05946,P40362
P40362,Q05946
Q06078,Q05946
Q05946,P40362
Q05946,P40362
P40362,Q05946
Q05946,Q06078
Q05946,Q06078
P25635,P40362
Q02354,P40362
Q12220,P40362
Q02354,P40362
P40362,Q02354
Q12220,P40362
Q02354,P40362
P25635,P40362
P40362,Q12220
P40362,P25635
P25635,P40362
P40362,P25635
P25635,P40362
P25635,P40362
Q05946,P40362
P40362,P25635
P25635,P40362
P40362,Q06078
P25635,P40362
P40362,Q06078
Q06078,P40362
Q06078,P40362
P40362,Q06078
P40362,Q06078
P40362,P25635
P25635,P40362
P25635,P40362
P40362,P25635
Q06078,P40362
P25635,P40362
P40362,Q06078
P40362,P25635
P25635,P40362
P25635,P40362
P25635,P40362
Q06078,P40362
P40362,Q06078
Q06078,P40362
P40362,Q06078
P40362,Q06078
Q06078,P40362
Q06078,P40362
Q05946,P40362
Q05946,P40362
Q06512,Q12275
Q06512,Q12275
Q06512,Q12275
P40457,Q06512
P40457,Q06512
P25635,Q06512
Q04373,Q06512
P34167,Q06512
Q99207,Q06512
Q06512,P25635
Q99207,Q06512
Q06512,Q06679
Q06679,Q06512
Q06512,Q12329
Q99207,Q06512
Q06512,Q99207
Q06679,Q06512
Q06512,Q06679
Q06512,P29539
P29539,Q06512
Q06078,Q02354
Q02354,Q06078
Q06078,P40362
Q06078,Q02354
Q02354,Q06078
Q06078,Q02354
Q02354,Q06078
Q06078,Q03496
Q06078,Q03496
Q06078,P25635
Q06078,P25635
P25635,Q06078
Q06078,P25635
P25635,Q06078
P25635,Q06078
Q06078,P25635
P25635,Q06078
Q06078,P25635
Q06078,P25635
P25635,Q06078
P25635,Q06078
P25635,Q06078
P25635,Q06078
P25635,Q06078
Q06078,Q05946
Q06078,Q05946
P40362,Q06078
Q06078,Q05946
Q12220,Q06078
P40362,Q06078
P40362,Q06078
P40362,Q06078
Q05946,Q06078
P40362,Q06078
Q12220,Q06078
Q12220,Q06078
Q06078,Q05946
Q12220,Q06078
Q06078,Q12220
Q06078,Q12220
P43639,P53254
P43639,P53254
P15790,P53254
P15790,P53254
P53254,P15790
P15790,P53254
P53254,P39520
P15790,P53254
P53254,P15790
P53254,P15790
P43639,P53254
P39520,P53254
P53254,P36009
P53254,P39520
P53254,P39520
P39520,P53254
Q05022,P53254
Q05022,P53254
P25368,P53254
P53254,P25368
P25368,P53254
P53254,P25368
P25368,P53254
P25368,P53254
Q05022,P53254
P39744,P53254
Q06679,P38882
Q04177,Q06679
Q06679,P53276
Q06679,P38882
Q06679,P38882
P53276,Q06679
P38882,Q06679
P53276,Q06679
P53276,Q06679
P53276,Q06679
P39985,Q06679
P39985,Q06679
P39985,Q06679
Q02931,Q06679
Q02931,Q06679
Q02931,Q06679
Q06679,Q02931
P42945,Q06679
Q06679,P42945
Q06679,P42945
Q02931,Q06679
Q06679,Q04305
Q06679,Q02931
Q04305,Q06679
Q04305,Q06679
Q02931,Q06679
Q04305,Q06679
Q04305,Q06679
Q04305,Q06679
Q06679,Q04305
Q06679,P42945
Q06679,P42945
P42945,Q06679
Q06679,P38882
P42945,Q04177
Q04177,P42945
Q04177,P42945
Q04177,P42945
Q04177,P42945
Q04177,P42945
Q04305,Q04177
Q06679,Q04177
Q02931,Q04177
Q04177,Q06679
Q04177,Q06679
Q04305,Q04177
Q04177,Q06679
Q04177,P42945
Q06679,Q04177
Q04177,Q06679
Q04177,P53276
Q04177,P53276
Q02931,Q04177
Q04177,Q02931
Q04177,Q02931
Q04177,P38882
P38882,Q04177
Q12159,Q04177
Q12159,Q04177
P53276,Q06679
P53276,Q06679
P38882,P53276
P38882,P53276
P53276,P42945
P53276,Q04305
P53276,P42945
P53276,Q04305
Q04305,P53276
P53276,Q04305
P42945,P53276
P53276,P42945
Q04305,P53276
P42945,P53276
P53276,P42945
P53276,P38882
P42935,P53276
P53276,Q12159
P53276,Q12159
Q02931,P53276
P53276,Q06679
P53276,P38882
P53276,Q02931
Q02931,P53276
P53276,Q06679
Q04177,P53276
P53276,P39985
P53276,P39985
P53276,Q06679
P39985,P53276
Q02931,P53276
P53276,Q02931
P53276,Q04177
Q02931,P53276
Q06679,P53276
P38882,P53276
Q06679,P53276
Q04177,P53276
Q02931,P38882
P38882,Q02931
P38882,Q02931
Q02931,P38882
P38882,Q02931
P38882,P39985
P38882,P39985
P38882,Q02931
Q02931,P38882
P38882,Q06679
Q04177,P38882
Q06679,P38882
P38882,Q06679
P38882,Q06679
P38882,Q04177
Q06679,P38882
P38882,Q06679
P38882,Q06679
P38882,Q06679
P38882,P53276
P53276,P38882
P38882,P53276
P38882,Q06679
Q06679,P38882
Q06679,P38882
P38882,P53276
Q06679,P38882
P53276,P38882
P38882,P53276
P38882,P42945
P38882,P42945
P42945,P38882
Q04305,P38882
P38882,P42945
P38882,P42945
Q04305,P38882
P38882,Q04305
P38882,P42945
P38882,P42945
P42945,P38882
P38882,Q04305
Q04305,P38882
P42837,Q06708
P42837,Q06708
P42837,Q06708
P47068,Q06708
P47068,Q06708
Q06708,Q12159
P47068,Q06708
P12611,P40463
Q05934,Q02457
Q05934,Q02457
Q02457,Q05934
Q05934,Q02457
Q05934,Q02457
Q02457,Q05934
Q05934,Q02457
Q05934,Q02457
Q05934,Q02457
Q05934,Q02457
Q02457,Q05934
Q02457,Q05934
Q05934,Q02457
Q05934,Q02457
Q05934,Q02457
Q05934,Q02457
P40208,P40547
P40208,P40547
P40547,P40492
P40547,P53076
P25569,P53076
P53076,P40547
Q12508,P53076
Q12508,P53076
Q12508,P53076
P53076,P40547
P53076,P40208
P53076,P40208
P53076,P38263
P53076,P40208
P53076,P38263
P40208,P53076
P40492,P53076
P53076,P40492
P40492,P53076
P53076,P40492
P53076,Q12027
P53076,Q12027
Q12027,P53076
Q06685,P25293
Q06685,Q04636
Q06685,P25293
P25293,Q06685
Q06685,Q04636
Q06685,Q04636
Q04636,Q06685
P25293,Q06685
Q06685,Q04636
P52286,P16140
P41807,P16140
P41807,P16140
P16140,P32610
P16140,P17255
P16140,P17255
P16140,P17255
P16140,P47104
P39111,P41807
P16140,P39111
P16140,P39111
P17255,P39111
P17255,P39111
P32563,P32366
P32563,Q12453
P39743,P22219
Q92331,P32913
P40335,P32913
P32913,P40335
P34110,P32913
P34110,P32913
Q92331,P32913
Q92331,P32913
P32913,Q92331
P32913,P34110
Q92331,P32913
P38759,P32913
Q92331,P32913
P38759,P32913
P32913,P34110
P32913,P38759
P32913,P38759
P32913,P38759
P36017,P32864
P36017,P39958
P36017,P53982
P53982,P36017
P36017,P53982
P36017,P53982
P36017,P53982
P53982,P36017
P38759,P40335
P38759,P40335
P38759,P34110
Q02866,P34110
P34110,Q02866
P38759,P34110
Q02866,P34110
P34110,P38759
P38759,P34110
P34110,Q92331
P32913,P34110
P38759,P34110
Q92331,P34110
P34110,P38759
P34110,P38759
Q92331,P34110
Q12483,Q06696
P32913,Q92331
Q92331,P40335
Q92331,P34110
P34110,Q92331
Q92331,Q02866
Q02866,Q92331
P40150,Q92331
Q06263,Q03390
Q03433,Q05471
Q03433,Q12464
P53930,Q03433
Q03433,Q03388
Q03388,Q03433
P00358,Q03433
Q03940,Q03433
Q12509,Q03433
Q03433,Q03940
P80428,Q03433
Q03433,Q12464
Q03433,P80428
Q12509,Q03433
Q12464,Q03433
Q12464,Q03433
Q03433,Q12509
Q05471,Q03433
Q03433,P80428
P80428,Q03433
Q03433,Q12509
Q03433,P31376
Q03433,Q12509
P31376,Q03433
Q03433,P31376
P80428,Q03433
Q05471,Q03433
Q03433,P80428
P38326,Q03433
Q03940,Q03433
P32608,Q03433
Q12464,Q03433
Q12464,Q03433
Q03433,Q12464
Q03940,Q03433
Q12464,Q03433
Q03940,Q03433
Q03940,Q03433
Q12464,Q03433
Q12464,Q03433
Q05471,Q03433
Q03940,Q03433
Q03433,Q05471
Q03388,Q03940
Q03940,Q03388
Q03388,Q03940
Q03940,Q03388
Q03388,Q03940
Q12464,Q03388
Q03388,Q12464
Q12464,Q03388
Q12464,Q03388
Q12464,Q03388
Q03388,P38326
Q03388,Q03433
Q03388,P80428
Q03388,P80428
P31376,Q03388
P31376,Q03388
Q05471,Q03388
Q03388,Q05471
Q03388,Q05471
P31376,Q03388
P53853,Q12263
P53853,Q07794
Q07794,P53853
Q07800,P12611
P12611,Q07800
Q07800,P12611
Q07800,P12611
P12611,Q07800
Q07800,P12611
P12611,Q07800
P12611,Q07800
P40463,P12611
Q07800,P12611
Q07800,P12611
P12611,Q07800
P47118,P53846
P39735,Q06440
P39735,Q06440
P40032,P39735
P39735,P39743
P39743,P39735
P39743,P39735
P39735,P39743
P39743,P39735
P06777,P39735
P39735,P06777
Q04217,P39735
P06777,P39735
P06777,P39735
P15646,P39735
P06777,P39735
P39735,P06777
P39735,P06777
P06777,P39735
P39735,P06777
P06777,P39735
P39735,P04802
P06777,P39735
P06777,P39735
P06838,P39735
P06777,P39735
P06777,P39735
P06777,P39735
P06777,P39735
P39735,P50942
P39735,P06777
P06838,P39735
P06777,P39735
P06777,P39735
P40494,P39735
P40494,P39735
P39735,P40494
P39713,P39714
P38193,P27692
P24276,P38193
P24276,P38193
P40164,P38193
P38193,P40164
P40164,P38193
P40164,P38193
P38193,P40164
P40164,P38193
P38193,P40164
P40164,P38193
P40164,P38193
P40164,P38193
P38193,P40164
P38193,P40164
P32345,P38193
P38193,P40164
P40164,P38193
P38193,P32345
P27692,P38193
P38193,P40164
P38193,P27692
P32345,P38193
P40164,P38193
P38193,P40164
P38193,P27692
P40164,P38193
P38193,P32345
P38193,P40164
P38193,P27692
P27692,P38193
P27692,P38193
P38193,P27692
P27692,P38193
P27692,P38193
P27692,P38193
P38222,Q01662
P07702,P38260
Q06525,P38305
P25293,P38344
P38344,P25293
P25293,P38344
P25293,P38344
Q06680,Q12267
Q06680,Q12267
P38989,Q06680
Q06156,Q06680
P25574,Q06159
Q03940,P25638
P25638,Q12464
Q03940,P25638
P25638,Q12464
Q03940,P25638
P25638,Q03940
Q12464,P25638
Q03940,P25638
Q12464,P25638
P25638,Q12464
P38768,P25638
P38768,P25638
P38768,P25638
P38768,P25638
P38768,P25638
P38768,P25638
P25638,P38768
P25638,P38768
P25638,P38768
P32497,P25638
P32497,P25638
P25638,P32497
Q04500,P25382
P54885,P25646
P25649,Q03330
P25649,Q02336
P25649,Q12433
P25649,P32558
P25649,P32908
P25649,P32908
Q07362,P38828
P32639,Q3E7B7
Q3E7B7,P33334
Q07729,P37898
P37898,Q07729
Q07729,P37898
P40359,Q12488
Q04311,P25694
P34221,Q12447
P38089,Q12447
Q3E7C1,Q02939
Q04608,P38626
P40496,Q04608
Q04608,P40496
Q04608,P17558
Q04608,P40496
P17558,Q04608
Q12527,Q04608
P38851,Q04608
Q04608,P53292
P33759,Q04608
P10662,Q04608
Q03246,Q04608
P53292,Q04608
Q04608,Q03246
P10662,Q04608
Q04608,Q02950
Q04924,P38138
Q04924,P38138
Q04924,P38138
Q04924,P38138
P38138,Q04924
Q04924,P38138
Q08204,Q05541
Q08204,Q05541
Q06440,Q06665
P40485,Q06665
Q06440,Q06665
Q06665,P39743
Q06665,P39743
P40003,Q06333
Q12263,Q06344
Q12159,Q06344
Q12159,Q06344
Q06344,Q12159
Q06344,Q12159
Q06344,Q12159
Q06344,Q12263
Q12263,Q06344
Q06344,P20448
Q06344,P48234
Q06344,P20448
Q06344,Q06631
Q06344,Q06631
Q06344,P20448
P15646,Q06344
Q06344,P39076
P38712,Q06344
P53743,Q06344
P53743,Q06344
Q06344,P53743
Q06344,P48234
Q12159,Q06344
Q06344,Q12159
P16521,P12753
P16521,P15108
P15108,P16521
P16521,P40477
P40477,P16521
P32614,P37291
P32614,P37291
P47089,P89886
P06103,P40019
P16521,P40032
P16521,P40032
P40032,P16521
P39743,P40032
P39743,P40032
P25694,P43558
P25694,P43558
P43554,P32591
P36047,P43587
P43587,P32598
P29311,P43598
P29311,P43598
P43598,Q06625
P43598,Q06625
Q06625,P43598
P43598,Q06625
Q06625,P43598
P43598,Q06625
P43598,Q06625
P43598,Q06625
Q06625,P43598
P43598,Q06625
P43598,Q06625
Q06625,P43598
Q06625,P43598
P43598,Q06625
P43598,Q06625
Q06625,P43598
P43598,Q06625
P53072,Q02821
Q12211,P53072
P53072,Q06142
P19524,P53202
P19524,P53202
P53219,P40433
P40433,P53219
P53219,P40433
P40433,P53219
Q02457,P53246
P53251,P32337
Q05050,P53278
P53278,Q05050
P53278,Q05050
Q05050,P53278
Q05946,P46951
P46951,Q02354
Q05946,P46951
Q06705,P46951
P42939,Q99176
P50094,P50089
Q04347,Q3E705
P10080,Q3E705
P53849,Q3E705
Q3E705,P53849
Q3E705,P53849
Q3E705,P53849
P53849,Q3E705
P15646,Q3E705
P53849,Q3E705
P53849,Q3E705
P10080,Q3E705
P53849,Q3E705
Q3E705,P53849
P53336,Q04867
P53336,Q04867
P33203,Q05900
P32605,Q05900
Q06142,Q05900
Q05900,P33203
Q05900,P40018
Q05900,P33203
P32605,Q05900
Q05900,P33203
Q05900,P39682
P34160,Q05900
Q02821,Q05900
Q00916,Q05900
Q05900,Q03782
Q05900,Q07508
Q00916,Q05900
P53207,Q05900
P38738,P25366
P32497,P38768
P38768,Q03940
Q03940,P38768
Q03940,P38768
P38829,P40469
P38829,P40469
Q05583,P38829
Q05583,P38829
P38829,Q05583
P38829,Q05583
Q05583,P38829
P38829,Q05583
P38829,Q05583
P38833,P33203
P38833,Q12159
P38833,Q12159
P38835,P39940
P38835,P39940
P39940,P38835
P38922,P40512
P40512,P40512
P40512,P02994
P40533,P39743
P40533,Q06440
P40498,Q12136
P40487,P32461
P40487,P32461
P40487,P32461
P32461,P40487
P32324,P40487
P40487,P32324
P40487,P32461
P40487,P32324
P32324,P40487
P32324,P40487
P32324,P40487
P40487,P32324
P40487,P32324
P40487,P32324
P40487,P32324
P40487,P32324
P40487,P32324
P40487,P39106
P04840,P40487
P10081,P40487
P29311,P40563
P40563,P29311
P07259,P40566
P39954,P40566
P40566,P23254
P40566,P16862
P40566,P02994
P02994,P40566
P32324,P40566
P40566,P31539
P15108,P40566
P32324,P40566
P15108,P40566
P53971,P40566
Q12341,P40579
Q12341,P40579
Q06053,P40579
Q3E7B2,P32324
Q3E7B2,P02994
Q3E7B2,P15108
Q3E7B2,P02994
P32324,Q3E7B2
P12709,Q3E7B2
Q08773,P40366
P53861,P40366
P33441,P40366
P53125,P40366
P53125,P40366
Q08773,P40366
P15274,P40361
P40361,P15274
P15274,P40361
P40359,Q01454
P40359,Q01454
Q03406,P40359
P40359,Q03406
P40359,Q12146
